apellido,frec_pri,frec_seg,freq_rep
HOUZMALI,51,0,0
ISCRU,51,0,0
IUSCO,51,0,0
IYOHA,51,0,0
JUDD,51,0,0
KALLO,51,0,0
KASSE,51,0,0
KOCHARYAN,51,0,0
LACATOS,51,0,0
LECHHAM,51,0,0
LEMHAOUEL,51,0,0
LESNIAK,51,0,0
MADDOCK,51,0,0
MANDIANG,51,0,0
MARCHIDAN,51,0,0
MARCOVICI,51,0,0
MEEHAN,51,0,0
MERTIC,51,0,0
MICULA,51,0,0
MIMI,51,0,0
MINZAT,51,0,0
MUCEA,51,0,0
MURRELL,51,0,0
OGBONNA,51,0,0
OUBIHI,51,0,0
PANCIU,51,0,0
PENCIU,51,0,0
PITIC,51,0,0
RADEANU,51,0,0
RADOSLAV,51,0,0
RENTEA,51,0,0
ROGOJINARU,51,0,0
RUSNEAC,51,0,0
SAGHIRI,51,0,0
SARACUT,51,0,0
SCARANO,51,0,0
SCULLY,51,0,0
SLACK,51,0,0
STASYUK,51,0,0
STEFANACHE,51,0,0
STERIAN,51,0,0
TEACA,51,0,0
TECAR,51,0,0
TIRLA,51,0,0
TOBOSARU,51,0,0
VLASENKO,51,0,0
ZHUGE,51,0,0
ZLOTEA,51,0,0
ZYCH,51,0,0
DE REYES,50,169,0
DE HEREDIA,50,122,0
ASANGONO,50,102,0
DAMBA,50,100,0
POZUELOS,50,98,0
GARECHANA,50,97,0
LAMARAIN,50,95,0
RIANDE,50,95,0
MUREZ,50,94,0
MONGUIA,50,93,0
CARCASES,50,90,0
GORRIONERO,50,89,0
AIZARNA,50,87,0
DELCOR,50,83,0
PALANCAREJO,50,83,0
PEREZ DEL RIO,50,82,0
SAINZ TRAPAGA,50,80,0
PENINA,50,77,0
DEOGRACIA,50,75,0
HERRAZ,50,75,0
RODIE,50,75,0
ROTGLA,50,74,0
SIERPES,50,74,0
TERRIN,50,73,0
BOHAJAR,50,72,0
GARCIA FIGUERAS,50,72,0
VILARRODONA,50,72,0
LARRUGA,50,71,0
ASEGINOLAZA,50,70,0
GOROZABEL,50,70,0
PINTUELES,50,70,0
MAROTIAS,50,69,0
PEDREROS,50,69,0
GOMEZ TAVIRA,50,68,0
ISANT,50,68,0
SALABARRIA,50,68,0
GASTELURRUTIA,50,67,0
LARRABURU,50,66,0
CALDERAT,50,65,0
ANTONIA,50,64,0
CIO,50,64,0
BARBULO,50,63,0
DUSSAN,50,63,0
ROMANELLI,50,63,0
TIREZ,50,63,0
ACHAVAL,50,62,0
EIBE,50,62,0
GEMAS,50,62,0
GUTIERRES,50,62,0
PALATE,50,61,5
ALTAFAJ,50,61,0
CAMAÑ,50,61,0
GUITO,50,61,0
PONTANILLA,50,61,0
SAN FIEL,50,61,0
SACHOCOS,50,60,5
CADERNO,50,60,0
CANTUCHE,50,60,0
DEL OTERO,50,60,0
DESPIERTO,50,60,0
ESTABLE,50,60,0
MARZOL,50,60,0
ORICAIN,50,60,0
SEIQUER,50,60,0
URIBASTERRA,50,60,0
DE FRANCIA,50,59,0
PEREIRA DA SILVA,50,59,0
SALIO,50,59,0
AULEDA,50,58,0
MAGUNAGOICOECHEA,50,58,0
MUÑICO,50,58,0
ARGUIÑARENA,50,57,0
BUGIA,50,57,0
CAILA,50,57,0
CHANCOSA,50,57,0
CHORAT,50,57,0
HOSPIDO,50,57,0
PRIMITIVO,50,57,0
ZUMELAGA,50,57,0
ASTAIZA,50,56,0
BALVIN,50,56,0
CABIRO,50,56,0
LAPIQUE,50,56,0
MARCHORI,50,56,0
REALP,50,56,0
RIGUERO,50,56,0
SADOC,50,56,0
TURBAU,50,56,0
ALBALAD,50,55,0
ASQUI,50,55,0
BAILLY BAILLIERE,50,55,0
BEJEGA,50,55,0
LEREN,50,55,0
MONGUILAN,50,55,0
PEREARNAU,50,55,0
TARRIZA,50,55,0
FAGINAS,50,54,0
NUÑEZ LAGOS,50,54,0
YANGUA,50,54,0
BASTARDES,50,53,0
CAJILEMA,50,53,0
MURUETA,50,53,0
OMBUENA,50,53,0
SAUREU,50,53,0
SERRANDO,50,53,0
ABECASIS,50,52,0
ALABAJOS,50,52,0
CESTONA,50,52,0
DEOP,50,52,0
LLERINS,50,52,0
LOUSAS,50,52,0
SAENZ DE LAFUENTE,50,52,0
VISENT,50,52,0
BITERI,50,51,0
ESTAÑAN,50,51,0
FONTANILLES,50,51,0
PENALTA,50,51,0
SAMIÑAN,50,51,0
YUBA,50,51,0
ADVINCULA,50,50,0
ARRIBI,50,50,0
BUJONES,50,50,0
DE LABRA,50,50,0
FUERIS,50,50,0
MARTIN PINTADO,50,50,0
MEGAL,50,50,0
SAN ANSELMO,50,50,0
TRIAS DE BES,50,50,0
FORNO,50,49,0
GIAS,50,49,0
ILARI,50,49,0
LILA,50,49,0
LUARCA,50,49,0
OPI,50,49,0
RASGADO,50,49,0
SECULI,50,49,0
TABRAUE,50,49,0
TANIÑE,50,49,0
TRESENS,50,49,0
VELLES,50,49,0
BALAYO,50,48,0
ISABA,50,48,0
MANTECAS,50,48,0
MIANGOLARRA,50,48,0
MONTBLANC,50,48,0
ORZAES,50,48,0
PACCINI,50,48,0
ARAGUZO,50,47,0
ARRASCUE,50,47,0
BIDASORO,50,47,0
ERIBO,50,47,0
ESCOREDO,50,47,0
FAREL,50,47,0
GOMEZ MORAL,50,47,0
LOPEZ TRIVIÑO,50,47,0
MONCION,50,47,0
THIO,50,47,0
DUESCA,50,46,0
EPILA,50,46,0
MALLAGRAY,50,46,0
MASIQUES,50,46,0
MONA,50,46,0
SAN MARCOS,50,46,0
SOAJE,50,46,0
ABEDUL,50,45,0
AMEN,50,45,0
BERBIL,50,45,0
CRUÑA,50,45,0
JUCLA,50,45,0
MOJAS,50,45,0
TRANCHEZ,50,45,0
BERRAZUETA,50,44,0
DENAMIEL,50,44,0
FETEIRA,50,44,0
LANJRI,50,44,0
LOPEZ ANDUJAR,50,44,0
QUIGNON,50,44,0
RESUSTA,50,44,0
SINAUSIA,50,44,0
SOBABERAS,50,44,0
ABENDIBAR,50,43,0
GONZALEZ QUIJANO,50,43,0
LIMENS,50,43,0
SERRACANT,50,43,0
VITOS,50,43,0
BROUARD,50,42,0
DEL ROMERO,50,42,0
LOPEZ DE JUAN ABAD,50,42,0
MELSION,50,42,0
SANANGO,50,42,0
CORRADA,50,41,0
JIMENEZ MENA,50,41,0
PLANELLO,50,41,0
SACANELL,50,41,0
VILLAMAN,50,41,0
ALAMAÑAC,50,40,0
AUBARELL,50,40,0
BAC,50,40,0
CANTURIENSE,50,40,0
CAPELLERA,50,40,0
CASAÑAL,50,40,0
GALLANA,50,40,0
GUEDEJO,50,40,0
LAMELO,50,40,0
LEGARRETAETXEBARRIA,50,40,0
MELQUIADES,50,40,0
NORAT,50,40,0
SOLOGAISTUA,50,40,0
TSEKOVA,50,40,0
AULLANA,50,39,0
BAULIDA,50,39,0
CHASILUISA,50,39,0
CODIAS,50,39,0
DELER,50,39,0
FERNANDEZ DE ERIBE,50,39,0
LLUBES,50,39,0
ZLATEV,50,39,0
PUITA,50,38,7
BALDOVINO,50,38,0
FERNANDEZ PRIETO,50,38,0
GONZALEZ DE URIARTE,50,38,0
LA CASA,50,38,0
LABANDERA,50,38,0
MAULL,50,38,0
NARIO,50,38,0
PEREMIQUEL,50,38,0
CASAMARTINA,50,37,0
CLETO,50,37,0
ESPLIGUERO,50,37,0
FUNOLLET,50,37,0
GALIETERO,50,37,0
JACUE,50,37,0
LOPEZ ASIAIN,50,37,0
MASIAN,50,37,0
PEREZ DE LARRAYA,50,37,0
BOLDOBA,50,36,0
MARTINEZ ACITORES,50,36,0
MARTINEZ DE MUSITU,50,36,0
ORNO,50,36,0
REMOLINS,50,36,0
RONCHAS,50,36,0
GUILMAIN,50,35,0
LINGE,50,35,0
MARTINEZ BLANCO,50,35,0
PEDRUZO,50,35,0
UDONDO,50,35,0
VIRUE,50,35,0
ZELAIETA,50,35,0
ALONSO MAJAGRANZAS,50,34,0
AROCHENA,50,34,0
BEN YAHYA,50,34,0
BRANDIDO,50,34,0
CHOGLLO,50,34,0
LEJARRIAGA,50,34,0
MARTIN LUNAS,50,34,0
MOSTACEDO,50,34,0
BELLOBI,50,33,0
BRIET,50,33,0
DIAZ DE LOPE DIAZ,50,33,0
ETXEGIA,50,33,0
LOZON,50,33,0
PEREZ MINGUEZ,50,33,0
PINOCHET,50,33,0
PINTALUBA,50,33,0
RAMET,50,33,0
TAURE,50,33,0
UGENCIO,50,33,0
ADUA,50,32,0
BOUSSELHAM,50,32,0
DILMER,50,32,0
EL HADJ,50,32,0
GALLU,50,32,0
MARTINEZ DE EULATE,50,32,0
PANGUSION,50,32,0
POMAROL,50,32,0
REGUEROS,50,32,0
USILLOS,50,32,0
GARCIA VALENZUELA,50,30,0
SANCHEZ MANZANERO,50,30,0
ZUGARRONDO,50,30,0
PARAS,50,29,0
RAGULL,50,29,0
SANCHEZ DE MORA,50,29,0
DEL ARROYO,50,28,0
DUVERGE,50,28,0
GUATI,50,28,0
IMRANI,50,28,0
IRACEBURU,50,28,0
KRAEMER,50,28,0
MONTALUISA,50,28,0
RANEROS,50,28,0
ROMERO CABALLERO,50,28,0
ARBETETA,50,27,0
BADRA,50,27,0
DELPUEYO,50,27,0
SCHETTINI,50,27,0
AGUERREA,50,26,0
GOCHEV,50,26,0
LAMPLE,50,26,0
AMELIN,50,25,0
ASSA,50,25,0
LEMAITRE,50,25,0
VALLILENGUA,50,25,0
GARCIA DE LOMANA,50,24,0
GILLET,50,24,0
IRICIBAR,50,24,0
LA LUETA,50,24,0
ONIA,50,24,0
PIEDADE,50,24,0
PLUVINET,50,24,0
TEBAN,50,24,0
VIVORAS,50,24,0
CELARD,50,23,0
DA PONTE,50,23,0
GRECA,50,23,0
GROB,50,23,0
ILLARREGUI,50,23,0
BOUKIR,50,22,5
BARBASAN,50,22,0
BORDONA,50,22,0
BORISSOVA,50,22,0
EGGER,50,22,0
FORSBERG,50,22,0
KAZAKOV,50,22,0
SINSO,50,22,0
GAMBETTA,50,21,0
SEVERI,50,21,0
BHUIYAN,50,20,0
BOUJEMAA,50,20,0
CEBRO,50,20,0
JAYME,50,20,0
KHOURI,50,20,0
ABADI,50,19,0
GARCIA CASTRILLON,50,19,0
GONZALEZ TARRIO,50,19,0
KLUG,50,19,0
RENAULT,50,19,0
RUFF,50,19,0
SANADO,50,19,0
ZANELLA,50,19,0
TANJI,50,18,0
IMHOF,50,17,0
JAKOB,50,17,0
MACE,50,17,0
ZAIDAN,50,17,0
NIEMINEN,50,16,0
VEJA,50,16,0
ZOUBAIRI,50,16,0
BOUJLOUD,50,15,0
EL GUEDDARI,50,15,0
FERNANDEZ DE ANTONA,50,15,0
MARGHICH,50,15,0
CENTRO,50,14,0
FIORAVANTI,50,14,0
GABRIELE,50,14,0
GIROD,50,14,0
VESKOV,50,14,0
CHOUAIBI,50,13,0
EL JANATI,50,13,0
GRUNEWALD,50,13,0
HAMDOUCHI,50,13,0
MARTINEZ ATIENZA,50,13,0
FRANÇOIS,50,12,0
KALININA,50,12,0
NYSTROM,50,12,0
APPEL,50,11,0
BOWER,50,11,0
CHMIELEWSKI,50,11,0
HARMACH,50,11,0
IANNUZZI,50,11,0
NYMAN,50,11,0
SEDDON,50,11,0
TRAIAN,50,11,0
WELLINGTON,50,11,0
ACHEDDAD,50,10,0
AZAMI,50,10,0
BAKKARI,50,10,0
DEWAR,50,10,0
EL HAFED,50,10,0
EL JIRARI,50,10,0
EL KHOLTI,50,10,0
HANSSEN,50,10,0
HARRAR,50,10,0
THEIS,50,10,0
VAN DER HEIJDEN,50,10,0
AOUAM,50,9,0
BARBONI,50,9,0
CARNEY,50,9,0
HAMMOUMI,50,9,0
SABAOUNI,50,9,0
TULLY,50,9,0
ZANG,50,9,0
ZNATI,50,9,0
ACHEMLAL,50,8,0
BIDA,50,8,0
BOUTAIB,50,8,0
DRIOUACH,50,8,0
ESSADI,50,8,0
HAUG,50,8,0
MAJAIT,50,8,0
MCNALLY,50,8,0
PROKOPENKO,50,8,0
REGULAR,50,8,0
ROLFE,50,8,0
SEIDL,50,8,0
STRAHILOV,50,8,0
TETTEH,50,8,0
TRIKI,50,8,0
BENASSAR,50,7,0
BULACIO,50,7,0
CAPPELLO,50,7,0
CHERNOVA,50,7,0
GILCHRIST,50,7,0
HACKER,50,7,0
JILAL,50,7,0
LAMALLAM,50,7,0
WALDRON,50,7,0
WALMSLEY,50,7,0
BEN LACHHAB,50,6,0
BOUSFIA,50,6,0
CHERFAOUI,50,6,0
DEMNATI,50,6,0
DOUZ,50,6,0
EL GARNI,50,6,0
EL KASSMI,50,6,0
IMLAHI,50,6,0
JARVINEN,50,6,0
KOSKINEN,50,6,0
NAZARENKO,50,6,0
O'DWYER,50,6,0
POTAPOVA,50,6,0
SAYEH,50,6,0
ZARROUKI,50,6,0
ABARKACH,50,5,0
AERTS,50,5,0
AOUSSAR,50,5,0
BEN LAHCEN,50,5,0
BENCHERIF,50,5,0
BOUHAFA,50,5,0
BOUHIA,50,5,0
COLLINGS,50,5,0
DANIELSEN,50,5,0
EL BASRAOUI,50,5,0
EL BOUTAHIRI,50,5,0
EL GHOULBZOURI,50,5,0
FIORILLO,50,5,0
KADDAR,50,5,0
KHARBACHI,50,5,0
MAFTOUH,50,5,0
MATTIOLI,50,5,0
MC CORMACK,50,5,0
MIKOLAJCZYK,50,5,0
NEWBY,50,5,0
TADILI,50,5,0
TANDIAN,50,5,0
WILCZYNSKI,50,5,0
AHRRAM,50,0,0
AOUASSAR,50,0,0
APOSTOLACHE,50,0,0
ARSENIE,50,0,0
BALTATESCU,50,0,0
BELAAZIZ,50,0,0
BENLOUKILIA,50,0,0
BERRAFAI,50,0,0
BESLEAGA,50,0,0
BIAD,50,0,0
BODESCU,50,0,0
BOGOS,50,0,0
BONEA,50,0,0
BOUAZZATI,50,0,0
BROASCA,50,0,0
BUCATARIU,50,0,0
BUSU,50,0,0
CALINOIU,50,0,0
CHAFIQ,50,0,0
CHENAFA,50,0,0
CIRSTOIU,50,0,0
CIUBUC,50,0,0
CIUC,50,0,0
CIUI,50,0,0
CODITA,50,0,0
CRITCHLEY,50,0,0
CUSNIR,50,0,0
DANSOKHO,50,0,0
DEBNATH,50,0,0
DONDOS,50,0,0
DRAGHITA,50,0,0
DUCKWORTH,50,0,0
EL AMARI,50,0,0
EL HAMMADI,50,0,0
EL MAADIOUI,50,0,0
EL MARZOUKI,50,0,0
EL MOURID,50,0,0
EN NOUALI,50,0,0
ENACHI,50,0,0
ESSANOUSSI,50,0,0
FEDIUC,50,0,0
FELDRIHAN,50,0,0
GANNON,50,0,0
GINDAC,50,0,0
GOEBEL,50,0,0
GRIGORUTA,50,0,0
HAMPU,50,0,0
HARIR,50,0,0
HOMEI,50,0,0
IAGARU,50,0,0
IVANYUK,50,0,0
IVES,50,0,0
JIVAN,50,0,0
LIGHTFOOT,50,0,0
LUTU,50,0,0
LYTVYN,50,0,0
LYUDMILOVA,50,0,0
MANOLIU,50,0,0
MARGAA,50,0,0
MARUNTEL,50,0,0
MICSA,50,0,0
MILU,50,0,0
MITICA,50,0,0
MOISEI,50,0,0
MOUTAHIR,50,0,0
MOVILEANU,50,0,0
NICOLAEV,50,0,0
OUKHITA,50,0,0
PALL,50,0,0
POULTON,50,0,0
RAGUSA,50,0,0
SABRAOUI,50,0,0
SARMASAN,50,0,0
SIENKIEWICZ,50,0,0
SUSSOHO,50,0,0
TACHRIFET,50,0,0
TADMIRI,50,0,0
TOMITA,50,0,0
TSIKLAURI,50,0,0
UNGURIANU,50,0,0
WINFIELD,50,0,0
ZMANI,50,0,0
BUSTAMENTE,49,102,0
CAPDEVILLA,49,97,0
SOLOETA,49,95,0
SAEZ DE ARREGUI,49,94,0
TOBAJA,49,91,0
SOBER,49,87,0
GOICOETXEA,49,85,0
CARUJO,49,84,0
GALDUROZ,49,83,0
PANETE,49,82,0
ROZADO,49,79,0
EZCARAY,49,78,0
LOSMOZOS,49,78,0
ARRESEIGOR,49,77,0
MALLORCA,49,77,0
MARTINEZ DE BAROJA,49,77,0
MARTINEZ DE LUNA,49,76,0
BELOPE,49,75,0
PANCHUELO,49,75,0
VALMAYOR,49,75,0
DEL BAO,49,74,0
GRUEIRA,49,73,0
SANTOTOMAS,49,73,0
ABUCIDE,49,72,0
REBOEIRAS,49,71,0
REGULES,49,71,0
CACIO,49,70,0
LESEDUARTE,49,70,0
CATORCENO,49,69,0
DAUDI,49,69,0
YERON,49,69,0
GARCIA SUELTO,49,68,5
PENDONES,49,68,0
QUEIMAÑO,49,68,0
GUITIERREZ,49,66,0
SUNSUNDEGUI,49,66,0
BELLOSILLO,49,65,0
CUBOS,49,65,0
GUILCAPI,49,65,0
LAVERA,49,65,0
LEIRANA,49,65,0
MADRENA,49,65,0
MICAS,49,65,0
MILIKUA,49,65,0
ZUZAMA,49,65,0
ABILLAR,49,64,0
CAZAR,49,64,0
GURUCETA,49,64,0
ARALL,49,63,0
DE IBARRA,49,63,0
MAELLAS,49,63,0
MANONELLAS,49,63,0
OSORIA,49,63,0
SAN PELAYO,49,63,0
TARAPIELLA,49,63,0
CASTAÑEDO,49,62,0
DE ARCO,49,62,0
GARICA,49,62,0
URBEA,49,62,0
ARRAUT,49,61,0
COTONER,49,61,0
FIEIRO,49,61,0
ORTIZ DEL RIO,49,61,0
TOICHOA,49,61,0
BATALLAN,49,60,0
CARRALAFUENTE,49,60,0
SOBRERROCA,49,60,0
CANONIGA,49,59,0
CUMPA,49,59,0
MUERTE,49,59,0
BREIS,49,58,0
GARCIA VERA,49,58,0
GARZARON,49,58,0
GUADAS,49,58,0
LECHUGO,49,58,0
ORTIZ DE VILLAJOS,49,58,0
VILLANDIEGO,49,58,0
ACAME,49,57,0
AGOUT,49,57,0
CASAÑO,49,57,0
DIAZ TEJEIRO,49,57,0
GAJERO,49,57,0
BATLLOSERA,49,56,0
GARABAN,49,56,0
GARCIA ARISCO,49,56,0
MAURESO,49,56,0
SABALA,49,56,0
VICEA,49,56,0
ARDOIZ,49,55,0
BUATAS,49,55,0
CARCACIA,49,55,0
FULLERA,49,55,0
INTILLAQUE,49,55,0
LEGAL,49,55,0
MENSAQUE,49,55,0
TARCO,49,55,0
TRELLEZ,49,55,0
TRIFOL,49,55,0
CARRILLOS,49,54,0
CERRATOS,49,54,0
GARCIA LEON,49,54,0
INTXAUSPE,49,54,0
MESTAS,49,54,0
PIQUENQUE,49,54,0
ALBANDOZ,49,53,0
ALCOYA,49,53,0
D'OCON,49,53,0
ESTERRI,49,53,0
HIBERNON,49,53,0
ROCAÑIN,49,53,0
ASID,49,52,0
CARMENATE,49,52,0
CHERTUDI,49,52,0
COZANO,49,52,0
CRISOLOGO,49,52,0
DE LA MONJA,49,52,0
EYARALAR,49,52,0
TUELLS,49,52,0
DA PAIXAO,49,51,0
ECHETO,49,51,0
GARCIA DE LA RASILLA,49,51,0
LABUIGA,49,51,0
MADRIAGA,49,51,0
MAURANDI,49,51,0
OVONO,49,51,0
OÑATIBIA,49,51,0
RABASEDA,49,51,0
TEMPERAN,49,51,0
CASTIBLANQUES,49,50,7
BARRAQUEL,49,50,0
BELISARIO,49,50,0
COBRECES,49,50,0
CRESCENCIO,49,50,0
JOSEMARIA,49,50,0
MEIRO,49,50,0
MERLI,49,50,0
MIGE,49,50,0
PANIS,49,50,0
POLAR,49,50,0
QUIRAMA,49,50,0
RIVERT,49,50,0
BELARDO,49,49,0
CABUTI,49,49,0
GARCIA FARIA,49,49,0
GARCIA LIGERO,49,49,0
GARUTI,49,49,0
IBARGARAY,49,49,0
MATATOROS,49,49,0
TALAMAS,49,49,0
USARRAGA,49,49,0
ANTES,49,48,0
CAGIGA,49,48,0
CASAMORT,49,48,0
FORNELIO,49,48,0
RETAMA,49,48,0
RODWAY,49,48,0
RUIBERRIZ DE TORRES,49,48,0
TOTORIKAGUENA,49,48,0
BALSACH,49,47,0
CHILLOGALLI,49,47,0
DELGADO CORREDOR,49,47,0
DEMUR,49,47,0
JUNZA,49,47,0
MAQUEZ,49,47,0
MOUTAS,49,47,0
OGALLAS,49,47,0
RISPAU,49,47,0
SIMINO,49,47,0
TORCELLO,49,47,0
BASTONS,49,46,0
BRUACH,49,46,0
CUATRECASES,49,46,0
DIAZ DE JUNGUITU,49,46,0
EIZAGUERRI,49,46,0
FULDAIN,49,46,0
RITORT,49,46,0
SARTAGES,49,46,0
SEÑER,49,46,0
ZABALBEASCOA,49,46,0
ASPILLAGA,49,45,0
AVELEIRA,49,45,0
BARROZO,49,45,0
BOLLAS,49,45,0
CIREROL,49,45,0
DE AZPIAZU,49,45,0
GRAMAJO,49,45,0
HORTS,49,45,0
JOBACHO,49,45,0
LOVIS,49,45,0
NACHEVA,49,45,0
NOLIVOS,49,45,0
PETITBO,49,45,0
POSINO,49,45,0
PROSPERO,49,45,0
RODRIGUEZ VALDES,49,45,0
TRIANS,49,45,0
ANGO,49,44,0
CALVO SOTELO,49,44,0
CLAUSICH,49,44,0
COVO,49,44,0
GARCIA QUILON,49,44,0
GUTIERREZ CRESPO,49,44,0
VITTORI,49,44,0
KIRPALANI,49,43,22
ANMELLA,49,43,0
BALSEIROS,49,43,0
DUBLA,49,43,0
MALLAT,49,43,0
MARQUIJANO,49,43,0
MAUREIRA,49,43,0
ORBEZUA,49,43,0
SALGAS,49,43,0
SERCH,49,43,0
TIHISTA,49,43,0
TORANDELL,49,43,0
CARTOY,49,42,0
CORSELLAS,49,42,0
DE URRUTIA,49,42,0
ELBUSTO,49,42,0
ETXABARRI,49,42,0
FONTBOTE,49,42,0
LOIZU,49,42,0
MORALES ARCE,49,42,0
MUSQUERA,49,42,0
NASEIRO,49,42,0
RELVA,49,42,0
RUIZ MATAS,49,42,0
VIAYNA,49,42,0
AGIRREURRETA,49,41,0
AVILLEIRA,49,41,0
BALLENILLA,49,41,0
BARRECHE,49,41,0
BUCHTA,49,41,0
CAMARASALTAS,49,41,0
COTARIELLA,49,41,0
FERNANDEZ DE VEGA,49,41,0
GASTAKA,49,41,0
NOHALEZ,49,41,0
PEYRON,49,41,0
REDECILLA,49,41,0
ASPACHS,49,40,0
ASPOROSA,49,40,0
LASALLE,49,40,0
MAYRAL,49,40,0
MAZANO,49,40,0
PAYTUVI,49,40,0
PILEÑO,49,40,0
SORBE,49,40,0
CAMPOLIER,49,39,0
CATUCUAMBA,49,39,0
CUZA,49,39,0
DENDARIETA,49,39,0
ESTAGE,49,39,0
VAGACE,49,39,0
ALMOHAYA,49,38,0
BAGOT,49,38,0
BONNY,49,38,0
CORBELLINI,49,38,0
VILLAVEIRAN,49,38,0
ABENGOCHEA,49,37,0
ARRABALES,49,37,0
BELLAUBI,49,37,0
CAÑERA,49,37,0
CHAUVIN,49,37,0
CIVIAC,49,37,0
CONTIÑAS,49,37,0
CUSHCAGUA,49,37,0
ELVIAS,49,37,0
ENDEIZA,49,37,0
GERVASINI,49,37,0
GONZALEZ ADALID,49,37,0
OJUELOS,49,37,0
SALOBREÑA,49,37,0
TRASBACH,49,37,0
ALONSO CARRIAZO,49,36,0
BRAQUE,49,36,0
ESPONELLA,49,36,0
MANRAS,49,36,0
RUIZ MEDRANO,49,36,0
ESTATUET,49,35,0
FONG,49,35,0
FONOLLET,49,35,0
GAZABA,49,35,0
LLAVERIAS,49,35,0
PLADA,49,35,0
SIÑUELA,49,35,0
SONLLEVA,49,35,0
CAMOIRAS,49,34,0
CARAPUIG,49,34,0
DURIO,49,34,0
LARRASQUITU,49,34,0
MARTINEZ DE CONTRASTA,49,34,0
BENABAL,49,33,0
CORSO,49,33,0
ESCALON,49,33,0
GARCIA DE VEGA,49,33,0
LLUBERES,49,33,0
RUIZ LARREA,49,33,0
BILBAO GOYOAGA,49,32,0
BOHORQUE,49,32,0
DE CABANYES,49,32,0
MONCOSI,49,32,0
TORRIENTE,49,32,0
ANAGUA,49,31,0
FERNANDEZ OLIVA,49,31,0
HISPANO,49,31,0
LAMET,49,31,0
PELLEGERO,49,31,0
SAN RUPERTO,49,31,0
ARRONATEGUI,49,30,0
BAMBO,49,30,0
FIDEU,49,30,0
PONCELL,49,30,0
SANCHEZ DE LA ROSA,49,30,0
TRUEBANO,49,30,0
XICOIRA,49,30,0
YAPURA,49,30,0
DA ASSUNCAO,49,29,0
GARDEY,49,29,0
MALINGRE,49,29,0
MARINKOVICH,49,29,0
MOGABURO,49,29,0
TAM,49,29,0
VAZQUEZ DEL REY,49,29,0
VIORRETA,49,29,0
ARNAUDOVA,49,28,0
BENAC,49,28,0
BONIGNO,49,28,0
CELLERI,49,28,0
DENEVA,49,28,0
MOLE,49,28,0
REGACHO,49,28,0
SANHERMELANDO,49,28,0
VILREALES,49,28,0
CODERT,49,27,0
FUXET,49,27,0
GASAMANES,49,27,0
LAHERRAN,49,27,0
MUÑOZ CALERO,49,27,0
SUCUNUTA,49,27,0
CASTREJO,49,26,0
GARCIA MARQUEZ,49,26,0
GARCIA MONTESINOS,49,26,0
SAVIO,49,26,0
KALTZAKORTA,49,25,0
MARCAL,49,25,0
BROCA,49,24,0
COMPAIS,49,24,0
LEVIT,49,24,0
PEREZ MANGLANO,49,24,0
TEJEDERA,49,24,0
TZVETANOV,49,24,0
HASSEN,49,23,0
HIDALGO BARQUERO,49,23,0
MINCHILLO,49,23,0
GARCIA GALLARDO,49,22,0
LLUVERAS,49,22,0
PANZA,49,22,0
BERTHOLD,49,21,0
DERMIT,49,21,0
HERVE,49,21,0
REVELLO,49,21,0
ALT,49,20,0
BABIN,49,20,0
BELOVA,49,20,0
BOUHA,49,20,0
HEIL,49,20,0
LUPIANI,49,20,0
MARTINEZ LAGE,49,20,0
MUÑOZ DE ESCALONA,49,20,0
UCHAN,49,20,0
BARTHEL,49,19,0
MC DONALD,49,18,0
ANCEUME,49,17,0
CORRADI,49,17,0
DONADIO,49,17,0
EKLUND,49,17,0
HUGUES,49,17,0
SCHAUB,49,17,0
AZPIROTZ,49,16,0
GARIBI,49,16,0
KARL,49,16,0
KEMPF,49,16,0
MOMCHILOVA,49,16,0
ANTONUCCI,49,15,0
CAMPDERRICH,49,15,0
DE CRISTOBAL,49,15,0
DEL SANCHEZ,49,15,0
KOVAC,49,15,0
MIGLIACCIO,49,15,0
BOURGUIGNON,49,14,0
MARTIN VIVALDI,49,14,0
SADAK,49,14,0
SCHEFFER,49,14,0
BOUHAFS,49,13,0
BUQUET,49,13,0
DOUAY,49,13,0
DOUHRI,49,13,0
FILATOVA,49,13,0
LEOPOLD,49,13,0
MAADI,49,13,0
SANCHEZ DE COS,49,13,0
WALLIN,49,13,0
WYSS,49,13,0
EL KAISSI,49,12,0
FAKHRI,49,12,0
LECOCQ,49,12,0
NAHAL,49,12,0
OHENHEN,49,12,0
RAZZOUK,49,12,0
BUONO,49,11,0
DE SMET,49,11,0
ELAMRANI,49,11,0
FUMAGALLI,49,11,0
GIOVANETTI,49,11,0
KARAMI,49,11,0
KUNKEL,49,11,0
LAOUAR,49,11,0
MANCINELLI,49,11,0
MEZOUARI,49,11,0
NYBERG,49,11,0
SEBBAHI,49,11,0
BEJINARU,49,10,0
BLOK,49,10,0
BRICE,49,10,0
DIJKSTRA,49,10,0
GHALLAB,49,10,0
LABA,49,10,0
MICHALSKA,49,10,0
OUCHIKH,49,10,0
SUI,49,10,0
TRINH,49,10,0
VINK,49,10,0
ACHLOUCH,49,9,0
AKTAR,49,9,0
ARNOTT,49,9,0
BENOUAR,49,9,0
DITTRICH,49,9,0
DKIOUAK,49,9,0
FIORINI,49,9,0
HADDAR,49,9,0
KOMAROVA,49,9,0
TAJ,49,9,0
BOLFA,49,8,0
CHIVERS,49,8,0
EL KHADRI,49,8,0
ESSBAI,49,8,0
FOUQUET,49,8,0
