apellido,frec_pri,frec_seg,freq_rep
LERGA,537,516,10
GRATACOS,537,496,0
CLAVELL,537,494,0
MILLS,537,108,0
DRAGOI,537,9,0
ORENGA,536,672,0
AUGE,536,589,0
PASAMONTES,536,546,0
ROFES,536,537,29
CERREDUELA,536,519,45
NANCLARES,536,515,0
YEGUAS,536,498,20
COQUE,536,488,5
MATEUS,536,477,0
ARBELOA,536,469,15
BABIO,536,433,5
FARES,536,146,0
MORICHE,535,668,0
ORCAJO,535,571,17
LINEROS,535,562,0
BARRABES,535,546,0
SABALETE,535,505,5
DE JUANA,535,503,0
CRISOSTOMO,535,495,0
TRAVERSO,535,464,0
BENGOCHEA,535,452,0
LEZAMA,535,447,0
FAILDE,535,434,8
MONRABAL,535,428,0
XAVIER,535,370,0
PEDERSEN,535,121,0
MEZIANE,535,69,10
WEI,535,19,0
HUICI,534,585,0
GUERRAS,534,580,6
RUDILLA,534,577,0
BANGO,534,533,0
BOLLO,534,530,0
MOIX,534,515,0
CAJAS,534,509,5
GOSALVEZ,534,482,7
BELLOCH,534,421,0
LIZANO,533,568,0
BARRILERO,533,564,0
RALLO,533,563,0
TEIRA,533,544,0
PARDAVILA,533,512,0
PEDRET,533,508,5
ARAGUES,533,491,0
DE LA COBA,533,483,0
PEJENAUTE,533,465,13
MELGARES,532,674,0
MIGUELAÑEZ,532,619,5
AZPITARTE,532,604,0
FORNE,532,581,5
BLANQUE,532,565,26
OÑORO,532,538,0
VINUEZA,532,516,6
ALE,532,503,0
SILVERO,532,489,0
ESPELT,532,458,0
BOBES,532,411,6
KOSTADINOVA,532,233,8
MILITARU,532,21,0
GUAJARDO,531,576,9
TALTAVULL,531,553,18
CHAMARRO,531,515,10
ARROM,531,515,0
GELI,531,469,0
VICIANO,531,436,0
VERON,531,421,0
KNIGHT,531,53,0
MAXIM,531,20,0
TITO,530,560,0
JARAUTA,530,545,7
CINCA,530,538,9
BLAT,530,535,0
MARSA,530,522,5
CUTANDA,530,447,0
FRANGANILLO,530,445,7
WONG,530,319,0
EL MOURABIT,530,72,8
BURGO,529,568,8
BALLUS,529,541,5
GAVELA,529,538,0
CEBALLO,529,523,0
CARAYOL,529,516,10
DE FUENTES,529,513,14
CONSTANTINO,529,489,0
ALORDA,529,461,0
RAMUDO,529,455,11
CUCALA,529,445,0
SOLEY,529,426,0
RICHTER,529,147,0
GRAHAM,529,88,0
BUJOR,529,15,0
TOBARUELA,528,603,0
CLAUSELL,528,533,6
PERPIÑAN,528,531,6
ABEJON,528,529,11
PERIAGO,528,520,0
CORAL,528,505,0
TUYA,528,469,0
BELHADJ,528,61,0
NECULA,528,14,0
TEJEDO,527,505,6
LAPARRA,527,502,14
RASINES,527,481,0
COVAS,527,456,0
STEVENS,527,67,0
PRODAN,527,14,0
PUYAL,526,604,11
CHAZARRA,526,589,0
SOAGE,526,528,5
TANCO,526,520,5
CAMA,526,515,0
BETRAN,526,501,8
ESGUEVA,526,492,0
CORDOVILLA,526,462,0
FLORIA,526,453,0
MALET,526,452,0
LUCIANO,526,443,5
DATO,526,411,6
HENRY,526,260,0
BENAISSA,526,137,0
TRIFAN,526,17,0
CHURRUCA,525,667,9
GOIRI,525,603,0
RICARDO,525,581,0
VILLAN,525,581,0
MEDERO,525,564,0
LLAO,525,557,15
BARNETO,525,551,0
GAVILA,525,544,6
TORDESILLAS,525,538,0
YAGUES,525,484,0
SALAT,525,480,0
ZARDOYA,525,461,15
CORPA,525,446,13
PEÑALOZA,525,446,0
TORRELL,525,438,0
DUTA,525,19,0
ISPAS,525,9,0
SELAS,524,552,0
TERRADAS,524,537,0
LOBATON,524,524,0
GOMIZ,524,513,0
MOSQUEDA,524,497,0
NOBOA,524,493,14
TONDA,524,460,0
FONDON,524,457,12
ARANCON,524,428,9
CHESA,524,411,0
AVERO,523,594,0
BENEJAM,523,575,14
LEBRATO,523,572,13
JACOBO,523,558,6
URQUIZU,523,556,0
BORAO,523,552,0
COBIAN,523,532,5
SABINO,523,507,0
ALZUETA,523,479,7
SAN FRUTOS,523,462,0
ROBRES,523,447,0
GAMELLA,523,414,0
SADIK,523,118,0
KRASIMIROV,523,44,0
DOLDAN,522,658,0
LAPIDO,522,592,0
LLIDO,522,532,10
GARCIA CARPINTERO,522,517,0
TRELLES,522,494,15
CUERDO,522,478,0
CASACUBERTA,522,463,0
MADINA,522,463,0
ARISTEGUI,522,445,0
RAHMANI,522,95,6
BARKER,522,61,0
CABAÑES,521,614,19
VEIZAGA,521,508,0
PAULO,521,486,5
ARNAO,521,481,0
PESTANO,521,478,5
HORTAS,521,478,0
DE LA HORRA,521,473,7
GARAI,521,473,0
BALDEH,521,80,26
LANTIGUA,520,625,16
PERAGON,520,595,6
FRAGUELA,520,554,12
VALLDEPEREZ,520,554,7
CRUJEIRAS,520,537,22
ATO,520,519,0
MOURA,520,517,0
DEL VIEJO,520,504,9
MANZANOS,520,499,0
ARNAS,520,482,5
ALAÑA,520,482,0
CAMON,520,466,0
ARIZAGA,520,441,0
CHANG,520,360,0
SALAH,520,344,0
SALMI,520,97,9
MAAROUFI,520,32,0
ANSA,519,604,0
CELORIO,519,593,5
GALINDEZ,519,562,0
ODENA,519,561,9
SALAVERRIA,519,531,5
CENDOYA,519,525,0
LECHADO,519,519,0
ARRIEN,519,517,0
BARTRINA,519,497,0
DEULOFEU,519,487,0
ALTADILL,519,432,9
MARGALLO,519,432,0
NSUE,519,249,0
KOCH,519,154,0
BERGER,519,152,0
O'BRIEN,519,71,0
GRACIANO,518,644,0
TERREROS,518,543,13
VIELBA,518,522,13
BORI,518,500,0
PLOU,518,489,7
BROSETA,518,485,0
SIVIANES,518,481,0
LISO,518,477,0
ZUMETA,518,473,6
ANTORANZ,518,459,0
MINUESA,518,393,0
BAUER,518,145,0
FISHER,518,55,0
COSTIN,518,20,0
GIROL,517,560,0
ARDANUY,517,536,0
CARSI,517,515,0
CEBREIRO,517,513,10
BYRNE,517,87,0
INZA,516,583,0
SARIEGO,516,549,9
CENTENERA,516,546,15
EROLES,516,545,0
ABERASTURI,516,538,0
JOVANI,516,531,6
PIZARROSO,516,529,0
COSCULLUELA,516,503,17
HERVELLA,516,500,0
VILLADANGOS,516,485,8
CHAPA,516,474,0
INGLADA,516,474,0
CORNET,516,444,0
DIAZ CANO,516,435,6
DAFONTE,516,428,9
TORANZO,516,422,0
LEZAUN,516,411,0
BRAUN,516,159,0
GHERMAN,516,21,0
IVASCU,516,19,0
TUDOSE,516,15,0
DIEPA,515,653,10
CHOCANO,515,600,0
NOVALES,515,585,0
VEDIA,515,560,9
POLVILLO,515,544,0
MORAS,515,537,0
SALORD,515,525,6
VIZAN,515,509,20
UCAR,515,505,0
ESPLUGUES,515,495,0
URGELL,515,486,0
BASALLOTE,515,482,0
PAÑEDA,515,403,0
RIZZO,515,356,0
HAMDI,515,134,6
LARSEN,515,110,0
SPENCER,515,78,0
PEÑIN,514,569,8
PALANCAR,514,562,10
SUGRAÑES,514,541,0
VIUDES,514,538,8
GARCIA NAVAS,514,533,12
MORAGO,514,493,0
FERRET,514,490,0
BUJANDA,514,479,10
ALTOZANO,514,462,0
FAURE,514,445,0
CASCANTE,514,424,0
LEKUONA,514,403,0
AZZI,514,48,18
MAN,514,31,0
NECHITA,514,13,0
ZARANDONA,513,570,6
GINESTAR,513,569,12
CAMEJO,513,549,0
PINERO,513,512,0
VILLARIN,513,512,0
HORNILLOS,513,459,0
BOYANO,513,441,5
TEIJEIRA,513,419,0
VERES,513,197,0
GORRETA,512,573,18
OSORNO,512,554,0
ARPON,512,542,0
GALIPIENSO,512,525,0
ELEZ,512,508,12
ARANAZ,512,505,7
ARBOLEYA,512,504,10
SERVIAN,512,484,0
DAROCA,512,469,0
BREIJO,512,465,0
COPA,512,434,0
KENNEDY,512,83,0
TOTH,512,64,0
PUCHALT,511,569,6
PUJANA,511,566,0
CERDEÑO,511,540,0
OLIVENZA,511,512,6
MOHAMEDI,511,511,9
SIQUIER,511,499,5
PUIGDEMONT,511,498,0
MODINO,511,488,0
BULLIDO,511,475,0
ITURBIDE,511,471,0
BASTARDO,511,461,6
VEINTIMILLA,511,455,0
DE LA ROCHA,511,453,0
PARA,511,439,0
SANTAS,511,437,0
MALIK,511,150,23
ZURUTUZA,510,554,17
ARISTU,510,549,12
ZABALEGUI,510,529,0
ROZADOS,510,482,0
GOST,510,462,0
BRITOS,510,439,0
EL KHATTABI,510,99,0
MASON,510,75,0
EL MOUDEN,510,57,12
DE LA CORTE,509,648,7
JORDI,509,545,0
IRURZUN,509,542,7
PUNTAS,509,536,0
BUSQUET,509,533,0
FABA,509,522,10
JUBANY,509,483,0
FERRUZ,509,477,0
RAMADA,509,477,0
MAESE,509,465,0
OTAZU,509,311,0
RADUCAN,509,11,0
DE BUSTOS,508,569,0
FONOLLOSA,508,564,0
LIZARAZU,508,558,0
ILLARRAMENDI,508,547,0
PEÑARROCHA,508,512,0
MALLORQUIN,508,503,0
DOÑORO,508,489,17
MENES,508,469,0
CHOVER,508,456,0
OSORO,508,454,0
FLAMARIQUE,508,437,0
CABADA,508,433,0
PERIZ,507,592,0
SOBERON,507,576,5
CELEMIN,507,497,13
GALARRETA,507,497,0
OTERMIN,507,476,9
BETORET,507,475,0
FLAQUER,507,450,8
ARNES,507,417,0
NEGREDO,507,409,15
MORIÑIGO,507,407,0
BEGUE,507,405,0
MANSOUR,507,141,5
OULD,507,35,0
BALLABRIGA,506,586,9
REFOYO,506,578,22
AMETLLER,506,544,0
GANGA,506,516,6
SISCAR,506,478,10
ABENGOZAR,506,477,6
MAIMO,506,467,0
AXPE,506,465,0
UNAMUNO,506,459,5
PONTON,506,387,13
ROBERTSON,506,79,0
DIAO,506,39,8
MARCIAL,505,563,0
SAGARZAZU,505,556,0
TORREIRA,505,535,7
GALENDE,505,533,6
CANTABRANA,505,507,19
FANEGO,505,486,15
JANSEN,505,63,0
BOURAS,505,53,0
RANERO,504,648,0
SARACHAGA,504,554,0
CACHAFEIRO,504,547,11
LALLANA,504,532,0
BACAICOA,504,483,0
BARATO,504,477,0
POY,504,442,0
CELORRIO,504,420,0
PANTIN,504,417,0
MOUSSA,504,153,0
GILL,504,131,0
AMGHAR,504,67,5
CARDA,503,543,0
MARINERO,503,537,9
MELUS,503,518,15
BELVIS,503,509,0
IBARGUEN,503,493,0
LENS,503,475,0
FIGOLS,503,463,5
LORAS,503,407,9
CUCU,503,11,0
GAMARRO,502,584,5
REDO,502,520,0
CARRAMIÑANA,502,516,5
LERIA,502,501,0
SOLVES,502,499,0
TENLLADO,502,492,0
LLOREDA,502,481,0
PARADELO,502,479,24
BENNASSAR,502,476,5
MASEDO,502,457,0
PEY,502,455,0
SPINOLA,502,455,0
PAULA,502,448,5
DE LA CERDA,502,447,0
LAMBERT,502,156,0
HARRAK,502,144,14
LACUESTA,501,485,0
NODAR,501,482,0
TIERRA,501,475,0
SUBIELA,501,469,0
MONT,501,447,0
JATO,501,442,5
LANGARITA,501,436,24
TOROSIO,501,407,21
NAGORE,501,386,0
ANDERSSON,501,111,0
CIRSTEA,501,16,0
GUIJOSA,500,533,0
SEDO,500,525,0
TEJEIRO,500,525,0
RECARTE,500,511,11
RUISANCHEZ,500,510,0
GOMEZ PIMPOLLO,500,497,14
MALUENDA,500,492,0
CABAS,500,477,18
ILUNDAIN,500,471,6
GUEMBE,500,463,11
IOAN,500,90,0
SOLOMON,500,58,0
DAVIA,499,512,0
SERAL,499,504,16
CEDEIRA,499,431,9
CASIELLES,499,417,5
KHALID,499,45,0
GASOL,498,605,5
COMPAÑ,498,571,0
RABAZO,498,517,0
NOGUEROLES,498,487,0
RAMIREZ DE ARELLANO,498,458,0
DE MENA,498,429,6
QUINDOS,498,411,0
SALVATELLA,498,409,7
OURO,498,385,0
RAYON,498,379,0
OREIRO,497,582,8
FOZ,497,582,7
TUDURI,497,565,6
ESTACIO,497,543,0
OMAR,497,512,0
MONTALVAN,497,502,10
ZARCERO,497,491,18
PASADAS,497,477,0
TESTA,497,419,0
BLANCAFORT,497,409,7
AYARZA,497,392,5
POWELL,497,78,0
RODICIO,496,569,46
MIÑAN,496,556,5
NAVEIRO,496,549,0
PALERO,496,538,0
UMBERT,496,513,0
BENITES,496,495,0
OLLO,496,469,0
ESPERANZA,496,466,0
VAILLO,496,440,0
BUESA,496,426,0
CONDES,496,400,5
LOPEZ DE MUNAIN,496,390,6
VIRLAN,496,188,0
KANTE,496,30,0
DE ROJAS,495,776,0
NORTE,495,561,0
CARDERO,495,537,13
LLORIS,495,528,0
GUINALDO,495,496,62
LINUESA,495,480,0
AREAL,495,469,0
BEAMONTE,495,445,6
HIGON,495,428,0
BUSTABAD,495,394,8
LEGUIZAMON,495,340,0
VINTILA,495,15,0
RATIA,494,536,0
ERVITI,494,516,5
MILARA,494,516,0
ALBUERNE,494,495,11
CANTIN,494,482,8
GARROSA,494,475,21
PERUGA,494,469,8
MURUZABAL,494,467,7
IZARRA,494,467,6
TAVERAS,494,463,5
OSCA,494,462,0
QUIRANT,494,458,8
ORDOVAS,494,427,0
JOHANSSON,494,192,0
JOSEPH,494,192,0
SOBRON,493,579,19
NATAL,493,575,8
PEGALAJAR,493,517,0
MUÑOA,493,486,0
EGUSQUIZA,493,485,5
ALVAREDO,493,482,11
URBANOS,493,473,33
CANINO,493,469,7
GUILLAN,493,444,0
LANZ,493,419,0
ETXEBESTE,493,369,0
HOWARD,493,81,0
ALLAOUI,493,46,0
CATANA,493,19,0
HIJOSA,492,529,0
DE LA PUERTA,492,515,0
MAEZTU,492,496,0
LLOSA,492,490,9
GASCUEÑA,492,473,7
SABATA,492,437,0
GARCIA ABADILLO,492,417,20
CALVERA,492,411,8
LOIZAGA,492,397,0
PRESEDO,491,557,0
ABELLANEDA,491,533,5
BERRUETA,491,481,0
CORTINAS,491,477,0
REQUEIJO,491,472,6
MONSO,491,441,5
MITKOV,491,119,0
ZEROUAL,491,51,0
BURCEA,491,12,0
MURADAS,490,546,10
MIMBRERO,490,541,19
DE LA PARTE,490,540,0
AMONDARAIN,490,535,0
SATORRES,490,533,0
IBOR,490,483,0
ROBLEDA,490,458,6
MANZANARO,490,432,0
TSVETANOVA,490,173,12
HUNT,490,47,0
FAUR,490,18,0
ESCORIZA,489,625,7
ONAINDIA,489,592,0
SAUS,489,526,0
OPORTO,489,503,0
ALDERETE,489,486,0
GAUNA,489,460,7
MAZARIEGOS,489,448,0
MAROÑAS,489,434,11
MAURA,489,434,0
TOR,489,417,5
BENSAID,489,85,0
HARVEY,489,50,0
ALISTE,488,526,5
PARTIDO,488,524,0
GOYENECHE,488,493,0
PAIVA,488,487,5
ULECIA,488,479,0
MATELLANES,488,477,62
RIUDAVETS,488,469,8
OLASAGASTI,488,411,0
ZUBIAGA,488,398,0
BAVIERA,488,378,0
KRASIMIROVA,488,49,0
MANRUBIA,487,551,0
LUCENDO,487,537,0
CAJAMARCA,487,502,12
HUEDO,487,468,0
BARRAU,487,458,7
ALADREN,487,458,0
VIOLA,487,452,6
LOMBAO,487,438,35
PAGA,487,438,10
LUCHA,487,434,0
DE LA SIERRA,487,429,0
ESTAPE,487,427,0
SEVERINO,487,416,16
DELSO,487,415,20
BROX,487,350,0
TSVETANOV,487,176,10
HOLMES,487,39,0
VOINEA,487,14,0
CAIROS,486,571,0
ALBARES,486,564,29
DE LA PARRA,486,556,9
ZARZOSA,486,546,0
DEL PERAL,486,520,0
DORANTES,486,504,0
BRIALES,486,476,0
CESTERO,486,470,5
TAMAMES,486,394,6
CLARIANA,485,546,0
CAMEAN,485,520,0
ROGADO,485,499,5
URPI,485,495,0
AZAÑA,485,488,11
VALHONDO,485,461,11
LOIDI,485,437,0
LAURA,485,429,0
MATEY,485,424,0
EIRIZ,485,419,0
ADRIA,485,407,0
BALDEON,485,396,0
DE MARCO,485,385,9
FORD,485,73,0
SOÑORA,484,564,48
REINOSA,484,549,8
MEDIANO,484,533,0
VECINA,484,519,0
CABRER,484,509,0
MARANTE,484,492,6
CARRASQUER,484,467,17
PUERTOLLANO,484,467,0
POSSE,484,463,0
BENTO,484,439,0
CARACENA,484,436,0
DOSANTOS,484,436,0
OYARZUN,484,404,0
CERVAN,484,397,0
MANE,484,178,0
ZIMMERMANN,484,141,0
GHADDARI,484,22,13
BALBASTRE,483,569,0
ITURRIA,483,529,0
GANDIAGA,483,514,7
GUARINOS,483,509,0
BARJOLA,483,506,0
FALCES,483,488,0
VALGAÑON,483,466,8
DEL RIEGO,483,419,0
TOBON,483,416,6
ASIS,483,414,0
SELLER,483,414,0
FIESTAS,483,385,5
BLAGA,483,15,0
TRANDAFIR,483,13,0
ZUECO,482,545,5
HUELVES,482,537,18
ESCAÑUELA,482,522,6
LIANES,482,506,18
DOCTOR,482,499,10
YAGUEZ,482,484,0
GUIMARAES,482,472,0
ELEJALDE,482,465,0
LIMIÑANA,482,461,14
ARAIZ,482,449,5
MIRAMON,482,448,0
MAYORGAS,482,447,0
GABELLA,482,437,13
NAFRIA,482,413,7
HITOS,482,373,0
HASAN,482,213,8
NEYRA,481,559,6
SERRADOR,481,505,0
PORTABALES,481,468,0
AMILIBIA,481,420,0
CANALEJAS,481,378,0
GHAILAN,481,145,31
EL KADDOURI,481,77,5
OULAD,481,57,0
RIAZ,481,35,0
CAVIEDES,480,508,0
TORRON,480,504,0
LAPLAZA,480,492,8
LLENAS,480,450,0
MOAR,480,445,0
AUSEJO,480,417,7
MAIZA,480,408,0
BLADE,480,399,18
GARCIA VILLARACO,480,326,16
MIREA,480,18,0
LIZA,479,493,6
SANZO,479,455,0
BALDERRAMA,479,451,0
AMBITE,479,448,6
ANGUAS,479,399,0
OSBORNE,479,273,11
FLETCHER,479,79,0
TAIBI,479,71,0
REID,479,70,0
NAJI,479,47,0
PATEL,479,37,0
CORREGIDOR,478,510,0
MISAS,478,497,5
PLANO,478,480,11
COLOMINAS,478,480,0
ALGUERO,478,450,10
PALANQUES,478,421,0
BONELL,478,389,0
PENELAS,477,496,5
CALLEALTA,477,474,0
BENDICHO,477,461,0
PORRUA,477,432,0
TEXEIRA,477,406,7
SIMEONOV,477,299,23
URROZ,476,570,0
ORTAS,476,508,9
CARDELL,476,488,0
EUSEBIO,476,470,0
TURA,476,466,0
ARPA,476,461,0
MEIRA,476,461,0
DALMASES,476,441,0
CHIQUERO,476,431,0
SIMONET,476,413,5
SU,476,34,0
CUÑA,475,527,10
QUIRCE,475,513,0
INDURAIN,475,494,6
ASURMENDI,475,470,5
LEGARDA,475,463,7
VILLASEVIL,475,447,13
EIZAGIRRE,475,445,0
JAVIERRE,475,410,0
OVANDO,475,401,0
LAGUARDIA,475,399,0
GARRANCHO,475,387,8
BREY,475,385,0
ABSELAM,475,360,0
SHAH,475,220,0
DEL OJO,474,534,0
CALDEVILLA,474,514,8
VALE,474,504,8
SUELA,474,490,0
ASTRAY,474,487,0
ALCAYDE,474,467,6
ZULETA,474,445,0
RECA,474,442,0
BONE,474,429,11
ARNOSO,474,422,8
MENJIBAR,474,413,0
AMENEIRO,474,376,0
DE TOMAS,474,318,0
CHAKIR,474,67,0
ICHIM,474,10,0
BEORLEGUI,473,552,6
CONDOR,473,455,5
BUÑUEL,473,440,0
CAMIN,473,438,0
ARDERIU,473,419,0
BOUSO,473,397,6
CONTI,473,244,0
ALAOUI,473,214,0
SAHO,473,115,56
GIBSON,473,54,0
RIDER,472,498,8
ALAIZ,472,474,6
ANTEZANA,472,465,0
LERCHUNDI,472,464,14
NEGUERUELA,472,427,0
RIELO,472,426,0
BEY,472,409,0
VIQUE,472,406,11
TODOLI,472,405,12
ANSEDE,472,403,9
MONERRIS,472,388,0
GABINO,472,364,0
DE LAS CASAS,472,344,0
EL HADRI,472,100,0
RUE,471,545,6
ISASA,471,477,0
MOGUER,471,466,0
SIMEON,471,461,0
PIEDRABUENA,471,425,24
CHERCOLES,471,419,0
NEVOT,471,410,0
LASTRAS,471,406,5
GARCIA CALVO,471,358,5
BUJOSA,471,349,8
CRISTO,471,322,5
DAHBI,471,90,0
ELLIOTT,471,60,0
BRADLEY,471,47,0
CERVIGON,470,555,0
MEIRIÑO,470,516,22
PEDRA,470,513,0
MONER,470,505,0
FRESNILLO,470,451,14
MARRUECOS,470,438,0
MIERA,470,427,7
FABELO,470,425,0
BAUSA,470,381,0
KAISER,470,156,0
KAMAL,470,51,0
YOUSFI,470,48,0
CUNHA,469,596,0
CASILLA,469,582,0
VICARIA,469,529,0
CHUECOS,469,521,15
ARCEDIANO,469,478,25
LAJO,469,464,5
NAZABAL,469,459,0
GUILL,469,452,0
CUBILES,469,448,0
VINENT,469,446,0
ETXEZARRETA,469,372,0
SABAN,469,334,0
MOLINILLO,468,533,9
ALTUBE,468,470,0
LICERAS,468,467,5
TABASCO,468,463,13
BARTRA,468,434,0
ALTIMIRA,468,406,0
ROSANO,468,374,0
MIMOUN,468,372,7
DUMONT,468,314,0
MACOVEI,468,15,0
JAYO,467,587,0
MURIA,467,485,0
LAJAS,467,463,16
VILLAHOZ,467,451,5
CEPA,467,442,0
MORER,467,414,0
BERGARA,467,409,0
SANCHEZ AREVALO,467,362,8
WERNER,467,146,0
SANE,467,40,0
VAQUERA,466,534,7
CASAÑA,466,527,0
ASPIAZU,466,515,0
MOJARRO,466,514,0
LOBETO,466,490,6
ACAL,466,478,0
CHARCO,466,452,0
MATELLAN,466,449,6
IBERO,466,445,0
MAZAIRA,466,353,0
CORTECERO,466,334,0
STITOU,466,96,0
EL MAIMOUNI,466,92,39
MUNTE,465,509,0
ROMON,465,498,0
CIEZA,465,496,13
AIXALA,465,491,10
PRUNERA,465,488,8
BIENZOBAS,465,483,0
CAGIAO,465,476,0
ROLAN,465,467,21
EGUEZ,465,459,0
RETANA,465,441,0
PANIEGO,465,435,11
MANGLANO,465,430,0
SOMALO,465,419,6
OLABARRI,465,408,0
JALDO,465,356,0
NELSON,465,172,0
O'CONNOR,465,104,0
WEST,465,55,0
FENG,465,42,0
ELORRIETA,464,585,0
CUCALON,464,508,0
ORDINAS,464,497,10
ALBI,464,420,0
LAPAZ,464,410,0
FORMENT,464,397,0
SAGARNA,464,375,0
BASSO,464,338,0
MARTIN SERRANO,464,320,0
RYAN,464,96,0
PINTEA,464,18,0
VILLALVA,463,546,0
DEFEZ,463,533,7
USABIAGA,463,490,0
HERBAS,463,429,0
CAVADA,463,428,0
CORA,463,410,0
ESTAÑ,463,409,0
BUENESTADO,463,402,6
REDRUELLO,463,392,0
SANGIAO,463,321,0
TAHRI,463,57,0
ADIR,463,26,0
SAUCEDA,462,570,0
TRONCHONI,462,503,6
VIZCARRA,462,479,0
LLENA,462,452,8
GINEL,462,444,0
PISONERO,462,440,19
PESADO,462,439,0
HAZAS,462,426,0
RENART,462,421,0
CAROT,462,416,0
SABARIS,462,404,14
CASTELEIRO,462,398,0
BALAS,462,249,7
MIAH,462,32,5
PEREZ CEJUELA,461,500,21
GANDOY,461,499,0
BAIGET,461,449,0
CASCALLANA,461,437,0
FREIJEIRO,461,415,0
DIONIS,461,413,0
GRIÑON,461,406,0
TAIPE,461,403,7
LIRON,461,386,0
ESTRELA,461,360,0
BOCA,461,11,0
COLERA,460,517,0
COTES,460,514,9
CHAPINAL,460,511,0
BERECIARTUA,460,510,0
CORCHO,460,442,0
LAUSIN,460,436,6
CANGAS,460,414,0
DE MOYA,460,403,5
ASPAS,460,398,6
DE LA HIGUERA,460,388,0
MITXELENA,460,383,9
CORELL,460,374,7
INTXAUSTI,460,372,0
BASCO,460,368,0
MAY,460,184,0
CHIRA,460,50,0
TOUNKARA,460,29,7
SOMOANO,459,520,0
TUTOR,459,503,0
CARPI,459,492,0
MINGOT,459,454,0
LABARGA,459,442,0
ARISTI,459,438,0
FRAGO,459,422,0
PIE,459,421,0
AOULAD,459,37,0
ACHIM,459,18,0
CASQUETE,458,477,0
ENFEDAQUE,458,451,5
JUMILLA,458,449,0
OTERINO,458,437,0
LACOMBA,458,432,0
SIN,458,391,0
DIXON,458,48,0
AYNAOU,458,45,15
PALADINES,457,506,24
CRUELLS,457,506,0
ALASTUEY,457,489,0
TEJO,457,479,0
PICAS,457,460,6
CASTROVIEJO,457,454,11
DE MATOS,457,446,0
ARAGUNDE,457,423,0
CASABONA,457,423,0
RUIZ DIAZ,457,411,0
BOBILLO,457,407,0
FLUXA,457,399,0
MEGIDO,457,390,11
FALGUERAS,457,371,0
SIO,457,369,0
BALTA,457,313,0
SONG,457,34,0
LEONTE,457,26,0
BODEA,457,13,0
LLAMA,456,540,0
MORONTA,456,524,0
TARAZAGA,456,485,6
CIMAS,456,447,7
RUBIES,456,424,10
CUPEIRO,456,423,0
BARAÑANO,456,417,0
SABAT,456,414,0
ORAA,456,406,8
ROIS,456,403,5
MILLON,456,399,5
ARESTI,456,390,0
BORDONADO,456,326,0
KHALIL,456,128,0
WALLACE,456,90,0
OUCHEN,456,79,0
CORNEA,456,15,0
SAGRADO,455,549,0
BRUGUES,455,494,10
BAGUES,455,492,5
COLMENA,455,467,6
ARUFE,455,435,5
AMENABAR,455,427,9
TERREN,455,427,0
RULLO,455,420,0
BURGUI,455,418,0
PEARSON,455,46,0
UNGUR,455,18,0
TENAS,454,569,0
BRIS,454,554,15
MOURO,454,517,14
PLAZAOLA,454,503,6
ROSEL,454,497,0
MASCAROS,454,477,0
PUNZON,454,430,6
CORTIZAS,454,423,5
BOTIAS,454,419,0
MAIQUES,454,403,0
GEIJO,454,399,0
ORMAZA,454,392,0
MONAR,454,387,0
MOLLINEDO,454,382,0
LORDA,454,352,0
SABIR,454,59,7
KEBE,454,38,9
DE LA OLIVA,453,535,6
DE CASO,453,486,0
BARREALES,453,475,23
LAVIÑA,453,470,0
ALVARELLOS,453,465,0
FLOTATS,453,463,0
DENCHE,453,416,0
RAURELL,453,411,0
BALART,453,405,0
GUARNIZO,453,395,0
BABARRO,453,374,0
BALDERAS,453,349,0
EL ALAOUI,453,73,0
LACHHAB,453,37,0
CIOBOTARU,453,24,0
AVIS,452,506,0
ALADRO,452,494,7
IRAZU,452,490,0
BERDONCES,452,487,6
DANS,452,482,0
RELLAN,452,474,14
GUILLAMET,452,458,6
BACARDIT,452,453,0
MIRABAL,452,449,0
BERRIOS,452,411,0
HARANA,452,410,0
GURPEGUI,452,406,0
MAZORRA,452,406,0
SAMSO,452,356,0
LLOR,452,347,0
PARK,452,127,0
WOLF,452,118,0
SAUNDERS,452,49,0
ATKINSON,452,39,0
YING,452,26,0
FAROOQ,452,25,0
COVARRUBIAS,451,530,0
TERRER,451,483,0
CRESPIN,451,475,10
CHULVI,451,469,0
FACHAL,451,467,14
LARRAGA,451,463,5
RUIZ DE GAUNA,451,451,7
SAMOS,451,449,0
SURIA,451,444,0
LASANTA,451,441,0
VILLAZON,451,440,7
SOTILLOS,451,435,0
FLORENTINO,451,424,0
VIÑOLY,451,421,0
BRIÑAS,451,400,0
VILES,451,368,0
CONSTENLA,451,357,0
GOBERNA,451,355,0
LAARBI,450,576,9
VALADEZ,450,520,9
SUEIRAS,450,491,0
OCARIZ,450,489,0
SALLA,450,473,9
LUQUIN,450,449,6
URRIZA,450,437,0
CAJARAVILLE,450,425,0
LOUZAN,450,421,0
CASALDERREY,450,419,5
CORCHUELO,450,415,6
CODERCH,450,376,0
GROSS,450,207,0
LAWRENCE,450,39,0
FLORESCU,450,13,0
BETES,449,527,5
VERONA,449,498,0
ACERA,449,488,0
TABERNA,449,480,0
POVEA,449,442,0
OTO,449,433,8
BRICIO,449,420,0
RECUERDA,449,418,13
ARROYAVE,449,418,7
SEGRELLES,449,406,0
HORVATH,449,31,0
BERASTEGUI,448,555,5
POLAINA,448,539,7
MICOL,448,448,0
CUENDE,448,447,0
GARCIA CARO,448,444,0
MARTAGON,448,444,0
AZOGUE,448,423,13
