nombre,frec,edad_media
NUNO ALEXANDRE,106,30.9
OSCAR MARIA,106,38.7
PABLO FEDERICO,106,27.9
PABLO RICARDO,106,32.1
RAMON RAFAEL,106,48.4
SAMSON,106,33.7
SERGIO ANGEL,106,32.0
ALES,105,26.9
ALFREDO DAVID,105,31.5
ALFREDO JUAN,105,46.2
ALONSO JAVIER,105,29.4
ANGEL CRISTOBAL,105,36.3
ANTONIO ERNESTO,105,41.5
ARNOLDO,105,50.4
ATILIO,105,54.1
AUGUSTO CESAR,105,40.9
AVELINO JOSE,105,46.5
BADRE,105,23.3
BLAS FRANCISCO,105,47.1
CESAR JULIO,105,44.4
COLIN JOHN,105,59.5
CORRADO,105,45.6
DANIEL RAFAEL,105,29.1
ESTEBAN DAVID,105,24.5
FERNANDO ARTURO,105,38.0
GONZALO ALBERTO,105,37.4
IGNACIO TOMAS,105,38.3
ISAC,105,21.5
ITAMAR,105,24.0
JAIME ANGEL,105,41.6
JANO,105,13.0
JESUS ISIDRO,105,48.5
JHON FREDDY,105,29.1
JOHAN ANDRES,105,16.1
JONATAN JESUS,105,23.7
JONATHAN ALEJANDRO,105,16.8
JOSE BELARMINO,105,57.3
JUANJO,105,19.6
KWAME,105,35.6
LHOUSSAIN,105,35.3
LUCAS EZEQUIEL,105,16.1
LUIS BORJA,105,25.8
MANUEL RAMIRO,105,50.2
MARCOS EDUARDO,105,31.2
MOHAMMADINE,105,40.9
MYKHAILO,105,31.1
NELSON DAVID,105,24.8
PEDRO ERNESTO,105,41.6
RAFAEL ERNESTO,105,39.8
RAFAQAT,105,33.8
ROBERTO MARIO,105,36.3
RODOLFO ANTONIO,105,42.5
RODRIGO ALBERTO,105,29.9
SALAMA,105,30.6
SID ALI,105,32.8
SIMPLICIO,105,62.7
TOMAS CARLOS,105,43.3
VITORINO,105,60.4
WEIJIE,105,21.5
WILSON EDUARDO,105,35.4
YELCO,105,14.5
YONAY,105,17.3
ABU,104,30.3
AGUSTIN FERNANDO,104,42.7
AGUSTIN VICENTE,104,46.8
ANATOLIO,104,60.9
ANGEL GONZALO,104,43.0
ARSLAN,104,18.5
BERNARDO FRANCISCO,104,44.5
CARLOS ALONSO,104,30.3
CARLOS ELIAS,104,33.4
CARLOS VALENTIN,104,33.7
DANIEL ARTURO,104,26.3
DIONISIO JOSE,104,46.6
DUNCAN,104,39.3
ESAUL,104,21.9
FELICITO,104,65.4
FELIPE RAMON,104,47.7
FELIX RAFAEL,104,43.4
FOUSSEYNI,104,30.9
GEORGE EDWARD,104,61.7
GERMAN ALBERTO,104,36.7
GINES ANTONIO,104,43.7
HENRY DAVID,104,20.2
IGNACIO PEDRO,104,43.4
JAIME ARTURO,104,40.7
JESSE,104,26.0
JOAO JOSE,104,46.1
JORDI LLUIS,104,41.0
JOSE AMBROSIO,104,51.0
JUST,104,47.8
KEVIN ANTONIO,104,12.5
LEANDRO MANUEL,104,29.9
MAIK,104,30.1
MARCO DAVID,104,21.7
MARINICA,104,41.0
MIGUEL GABRIEL,104,34.0
PABLO FELIPE,104,29.3
PAUL DANIEL,104,24.8
PEDRO ALONSO,104,36.4
PEDRO CARMELO,104,50.8
PEDRO VALENTIN,104,45.7
RAFAEL ESTEBAN,104,40.5
RAMOS,104,60.8
RICHARD ALEXANDER,104,24.6
RODNEY,104,52.9
SAIBO,104,23.7
SEGUNDINO,104,54.4
SEGUNDO MIGUEL,104,43.7
SERAFI,104,53.5
SERGIO RUBEN,104,32.6
SULEMAN,104,22.9
VASILE VIOREL,104,35.2
VICENTE PABLO,104,46.0
YORO,104,34.6
ABDELADIM,103,25.1
ADRIAN GHEORGHE,103,29.9
ADRIAN LUIS,103,25.9
ADRIAN MARIAN,103,24.7
ALIN GABRIEL,103,20.9
ANTON MARIA,103,48.1
ANTONIO ALBERT,103,37.1
APOLO,103,50.6
CIBRAN,103,15.4
CIPRIAN IOAN,103,28.7
CLAUDIO FABIAN,103,38.7
CLAUDIU FLORIN,103,26.5
DICTINO,103,66.3
DIMITAR GEORGIEV,103,38.8
EGIDIO,103,57.8
FARHAN,103,22.6
FRANCISCO SERGIO,103,42.3
GUNNAR,103,58.6
GUSTAVO LUIS,103,41.9
HANS GEORG,103,67.5
ITZAN,103,3.5
IVAN EDUARDO,103,30.5
JACOBO JOSE,103,27.3
JAVIER DANIEL,103,28.2
JESUS AMADOR,103,47.5
JESUS MATIAS,103,43.6
JOSE EFRAIN,103,37.2
JOSE GENARO,103,47.6
JOSE JACOBO,103,35.8
JUAN BENIGNO,103,50.2
JULIO TOMAS,103,43.0
KEVIN EDUARDO,103,12.1
KHELIFA,103,38.6
LESTER,103,30.2
MAHMUD,103,32.6
MANUEL ISAAC,103,38.0
MATIAS DANIEL,103,18.4
MIGUEL FELIX,103,48.9
NAYDEN,103,34.0
NAZARIY,103,14.1
NESTOR JESUS,103,28.4
OLE,103,56.8
PABLO RUBEN,103,32.3
RAMON AGUSTIN,103,49.4
RUBEN ANDRES,103,27.5
TERENCIO,103,63.1
VICTOR ALEXANDER,103,18.1
YEREMAY,103,6.6
ADAL,102,24.4
ADAMS,102,22.5
ALEX DARIO,102,15.8
ALEXANDER DAVID,102,17.6
ALFONSO VICENTE,102,42.3
ANGEL ERNESTO,102,39.7
ANGEL RAMIRO,102,44.4
ANTONIO ADOLFO,102,44.7
AURELIO ANTONIO,102,48.7
BALJIT,102,32.8
BOGUSLAW,102,45.5
CARMELO FRANCISCO,102,44.5
CLAUDIU IOAN,102,29.0
CRISTI,102,26.3
CRISTIAN ARIEL,102,27.4
DAVID IVAN,102,30.0
DIEGO PATRICIO,102,26.8
DOMINGO ALBERTO,102,42.0
EDUARDO FELIPE,102,37.0
EDWIN ALEXANDER,102,21.2
ELIAS JESUS,102,38.4
EMILIO PEDRO,102,52.8
ERNESTO MIGUEL,102,40.0
FRANTISEK,102,42.8
GONZALO MARTIN,102,28.4
HECTOR JUAN,102,32.7
IGNACIO AGUSTIN,102,31.2
ION FLORIN,102,30.7
JESUS YERAY,102,24.9
JHON ANDERSON,102,16.6
JOAQUIN DANIEL,102,32.5
JOAQUIN TOMAS,102,40.8
JORGE RAMIRO,102,36.1
JOSE AARON,102,17.6
JUAN GUSTAVO,102,37.9
JUAN JUSTO,102,49.3
JULIO ROBERTO,102,43.9
LAZARO JESUS,102,37.4
LUIS ELIAS,102,43.7
MAMADOU ALPHA,102,28.6
MBACKE,102,38.5
NASER,102,27.4
PABLO GERMAN,102,32.3
PABLO GUSTAVO,102,35.0
PACIFICO,102,60.8
PHILLIP,102,46.4
QAISER,102,31.1
RAFAEL JULIAN,102,45.6
REINERIO,102,54.7
SANTINO,102,14.2
SANTOS JOSE,102,44.9
SURJIT,102,37.1
TEODORO JOSE,102,46.9
VIVENCIO,102,67.5
ABDELWAHED,101,28.9
AFONSO,101,29.7
ALDEMAR,101,42.3
ALIEU,101,30.0
ALVARO ANGEL,101,29.9
ALVARO CARLOS,101,28.4
AMAN,101,28.8
AMAURY,101,34.3
ANTHONY ALEXANDER,101,11.0
ANTONIO ABEL,101,34.9
AYMAR,101,15.0
AYTHAMY,101,13.7
BATHIE,101,35.9
BOGDAN FLORIN,101,23.2
CARLOS FERMIN,101,40.4
CONSTANTIN ALEXANDRU,101,19.3
CRISTIAN FRANCISCO,101,20.4
CRISTOBAL MIGUEL,101,37.8
DAVID MOISES,101,27.9
DIEGO TOMAS,101,29.4
DOUDOU,101,34.5
ELOY ANTONIO,101,40.3
FEDERICO CARLOS,101,44.0
FEDERICO MIGUEL,101,38.9
FEDOR,101,36.1
FERNANDO SALVADOR,101,42.2
GABRIEL IGNACIO,101,33.5
GERARDO ANDRES,101,33.5
GONÇAL,101,40.4
GONZALO DANIEL,101,27.1
GRAU,101,9.8
GUILLERMO RAMON,101,41.6
HARTMUT,101,61.4
IONUT CIPRIAN,101,25.3
ISAAC JESUS,101,31.7
JAVIER ADRIAN,101,24.3
JOSE ARIEL,101,32.0
JOSE MAXIMINO,101,58.5
JOSE SAUL,101,30.6
JOSE VALERIANO,101,52.1
LEONARDO MANUEL,101,35.2
LINAS,101,31.8
LUIS ABEL,101,41.3
LUIS ISIDRO,101,47.5
LUIS RODOLFO,101,43.2
MANUEL JERONIMO,101,43.8
MARCO PATRICIO,101,35.5
MARIO AUGUSTO,101,43.7
MICHAEL PATRICK,101,52.3
MIGUEL IVAN,101,28.6
MOHAMED KARIM,101,23.1
MOSTEFA,101,42.8
MOULOUDI,101,39.6
NARINDER,101,35.9
NICOLAS MARIA,101,35.9
ORESTE,101,53.2
OSCAR FELIPE,101,32.8
PAUL RICHARD,101,48.9
PEDRO AUGUSTO,101,38.8
PEDRO NEL,101,44.7
RAUL LUIS,101,37.7
RICART,101,36.6
ROGELIO MANUEL,101,43.9
SEBASTIAN LUIS,101,40.7
STEFAN ADRIAN,101,23.6
THOR,101,27.3
TOMAS RAFAEL,101,44.2
UBALDINO,101,64.7
VALDEMAR,101,40.3
VASILE GABRIEL,101,28.6
VASILE MARIAN,101,27.5
VICENTE SANTIAGO,101,46.3
VICTOR PEDRO,101,40.3
XOSE LUIS,101,46.7
XULIO,101,34.7
ABDERAHMAN,100,24.4
ADRIAN ALEXANDER,100,11.9
ALEJANDRO EDUARDO,100,30.5
ALEJANDRO JOAQUIN,100,26.2
ALEJANDRO PEDRO,100,37.1
ALEX GABRIEL,100,10.6
ALEXANDRU CATALIN,100,19.7
ALIN DANIEL,100,23.6
ALVARO GABRIEL,100,23.7
AMIT,100,28.2
ANDRE LUIZ,100,31.5
ANDREI MIHAI,100,18.6
ANGEL ISIDRO,100,47.4
CARLOS RODOLFO,100,44.8
CATALIN MARIAN,100,24.9
CIPRIAN IONUT,100,24.6
DAVID ARTHUR,100,60.4
DAVID JONATHAN,100,31.9
DIEGO MARCELO,100,30.3
DIMITAR IVANOV,100,39.5
DONG,100,29.4
EDMUND,100,56.3
EDUARDO IGNACIO,100,35.9
FAN,100,23.2
HAI,100,32.2
HAMSA,100,12.3
HUGO LUIS,100,35.4
IMRE,100,41.9
ISIDRO MIGUEL,100,44.9
JALID,100,22.9
JAVIER ALONSO,100,28.8
JAVIER ARTURO,100,33.9
JONATHAN FERNANDO,100,17.5
JORGE EUGENIO,100,38.6
JORGE GONZALO,100,35.0
JOSEBA XABIER,100,41.8
LEONARDO ENRIQUE,100,32.6
LILIAN,100,34.1
LOGAN,100,10.6
LUDWIG,100,57.1
LUIS VIDAL,100,41.4
MARCOS RAFAEL,100,29.6
MARIO GERMAN,100,37.9
NEZAR,100,12.1
NIDAL,100,10.8
OCTAVIO JESUS,100,40.8
PATRICK JOHN,100,49.8
QUIRICO,100,65.1
RAFAEL GUILLERMO,100,40.4
RAIMOND,100,40.9
RAMIRO ANTONIO,100,45.3
SOLAIMAN,100,14.2
THOMAS JOSEPH,100,46.6
VICTOR SAMUEL,100,25.8
XAQUIN,100,23.4
YENEDEY,100,5.2
YOAN,100,18.4
ZAHIR,100,29.8
ABIMAEL,99,18.5
AITOR JAVIER,99,24.2
ALFREDO ANGEL,99,46.3
AMADOU TIDIANE,99,31.9
ANDRES ESTEBAN,99,30.9
ANTONI JOAN,99,32.1
ANTONIO LUCAS,99,37.8
ARI,99,20.3
ARIA,99,10.7
CARLOS DARIO,99,32.0
CIPRIAN VASILE,99,28.6
CRISTO DAVID,99,24.5
CRISTOBAL FRANCISCO,99,41.8
DANIEL ROBERT,99,29.4
DAVID PABLO,99,33.2
ELIODORO,99,54.1
ENRIQUE RAUL,99,42.5
FESTUS,99,33.9
FLORIN CONSTANTIN,99,27.9
GHITA,99,41.3
GUSTAVO EDUARDO,99,37.7
HADI,99,31.3
JACINTO JESUS,99,41.3
JOAQUIM MARIA,99,48.3
JORDA,99,16.7
JULIAN ALEJANDRO,99,28.7
JULIAN ESTEBAN,99,27.4
JURAJ,99,36.3
LUCAS MIGUEL,99,21.2
MANUEL DARIO,99,37.6
MANUEL SERGIO,99,44.2
MARIANO ALBERTO,99,39.0
MARIUS GHEORGHE,99,30.2
MOCTAR,99,35.6
MOHSINE,99,25.2
NOA,99,5.4
ORENTINO,99,64.7
OTONIEL,99,40.1
OVIDIU IOAN,99,32.2
PASCUAL FRANCISCO,99,46.6
ROBERTO GABRIEL,99,22.4
ROBERTO MARTIN,99,36.0
SEBASTIAN ALBERTO,99,27.1
VICENTE RAUL,99,37.8
VICTOR PABLO,99,35.4
VICTOR RICARDO,99,39.1
XIAOYONG,99,32.5
YONGJUN,99,34.8
ZOUMANA,99,30.9
ADRIAN ALEXANDRU,98,20.8
ADRIAN CATALIN,98,24.1
ALEJANDRO CESAR,98,36.4
ALEJANDRO IGNACIO,98,30.3
ALEJANDRO JORGE,98,32.7
ALEXIS DAVID,98,21.1
ARTAI,98,8.3
BOGDAN MIHAI,98,23.0
BRAYAN ANDRES,98,14.1
CESAR ALFONSO,98,37.9
CESAR ALFREDO,98,39.2
CLAUDIU MARIAN,98,23.9
DANIEL ERNESTO,98,35.9
DARIO MANUEL,98,30.0
DAVID ALEXANDRU,98,6.6
DIMO,98,37.0
EJAZ,98,37.7
FABIAN ALBERTO,98,34.2
FARIS,98,11.0
FELIX SANTIAGO,98,50.7
FRANCESC ASSIS,98,42.8
FRANCISCO BENITO,98,46.0
GABRIEL ALEXANDER,98,10.5
GICU,98,40.6
GREGORIO ANGEL,98,49.5
HARRIET,98,13.6
HUGO ALEXANDER,98,19.2
IVAN DIMITROV,98,39.4
JOAQUIN ALFONSO,98,46.3
JOEL ALEJANDRO,98,12.8
LASHA,98,25.8
LEONARDO FABIAN,98,29.8
LEWIS,98,25.7
LUCAS DAVID,98,15.7
MARTIN SEBASTIAN,98,26.1
MILOS,98,31.4
NIKOLAY IVANOV,98,35.7
NUNO MANUEL,98,34.3
OMAR ENRIQUE,98,32.1
PEDRO GREGORIO,98,52.1
PEDRO SAMUEL,98,26.4
RAFAEL FELIPE,98,42.4
RAMON SALVADOR,98,46.8
RARES,98,21.9
ROBERTAS,98,32.0
RODRIGO FERNANDO,98,30.1
SAIF,98,29.8
SEGIO,98,23.2
VASILE SORIN,98,33.3
VLADIMIRO,98,45.0
WILLIAM HENRY,98,64.0
YOUSSOUPHA,98,33.4
ABDENNASSER,97,33.1
ACHIM,97,48.4
ALBERTO JULIAN,97,37.5
AMANDEEP,97,22.1
ANANIAS,97,58.5
ANDREI BOGDAN,97,18.6
ANTONIO SIMON,97,43.5
BRAULIO JOSE,97,37.1
BRIGHT,97,30.2
BRYAN ALEJANDRO,97,11.1
CARLOS DIEGO,97,31.9
CELSO MANUEL,97,43.1
CLEMENTE JOSE,97,45.4
COSIMO,97,44.4
CRISTIAN ENRIQUE,97,22.7
DANIEL ELIAS,97,26.6
DANIEL MAURICIO,97,22.9
EL HOUSSEIN,97,38.8
EVANS,97,31.1
FABIO JOSE,97,23.8
HERNAN JAVIER,97,34.1
HOUSSINE,97,33.0
IAN ROBERT,97,50.8
JHON HENRY,97,25.6
JOAO FILIPE,97,29.1
JOHN ALBERT,97,63.8
JORGE DIEGO,97,34.0
KEMO,97,32.2
KLAUS JURGEN,97,62.5
LUAN,97,11.0
LUCAS MATIAS,97,19.5
LUIS CLEMENTE,97,45.0
MANUEL EUSEBIO,97,49.4
MARKOS,97,25.3
MATIAS IGNACIO,97,17.5
MICHAEL PAUL,97,46.5
MITXEL,97,26.7
NISTOR,97,40.6
OMAR DAVID,97,20.4
ORLANDO JAVIER,97,37.2
PABLO RAUL,97,35.3
PEDRO ARMANDO,97,44.1
PEREGRINO,97,61.7
PETREA,97,46.4
RAFAEL GABRIEL,97,30.9
RAFAEL IVAN,97,29.1
RAYCO JOSE,97,23.8
RICARDO ALFREDO,97,42.3
RONAL,97,28.3
SADDIK,97,37.4
VICTOR MARTIN,97,35.1
WAHEED,97,31.6
WILFRIDO,97,42.5
XAIME,97,27.9
ABDERAZAK,96,29.4
ADAI,96,9.8
ANDEKA,96,24.3
ANDRES TOMAS,96,42.8
ARAMIS,96,26.4
AUDRIUS,96,32.5
AVTAR,96,36.7
BERNARDO MIGUEL,96,41.8
BOUARFA,96,45.6
DARWIN PATRICIO,96,27.6
EDGAR ALEXANDER,96,25.1
EDUARDO NICOLAS,96,28.1
EMANOIL,96,42.9
ENEAS,96,18.9
EUFRONIO,96,62.1
FRANCISCO AMADOR,96,43.0
GABRIEL DANIEL,96,23.4
GUILLERMO NICOLAS,96,22.1
IGNACIO DANIEL,96,29.8
IOAN CIPRIAN,96,29.4
IOAN CLAUDIU,96,29.4
JEAN CHRISTOPHE,96,37.7
JOAN SALVADOR,96,38.4
JOAQUIN EDUARDO,96,39.7
JOHN ANDREW,96,45.9
JON KOLDOBIKA,96,40.9
JORGE ELIAS,96,37.3
JORGE FABIAN,96,34.6
JORGE FEDERICO,96,39.4
JUAN FIDEL,96,45.1
JUAN LUCIANO,96,49.6
KILIAN JOSE,96,13.0
LENIN,96,28.2
LYES,96,34.6
MARIUS CLAUDIU,96,27.6
MATIAS JAVIER,96,27.8
MEHMOOD,96,35.3
MOUHSSIN,96,26.2
MUBASHAR,96,28.5
MUNAWAR,96,39.5
NECO,96,4.9
NESTOR ANTONIO,96,32.1
OSMANY,96,35.1
PAVLIN,96,32.2
RAFAEL MARTIN,96,41.0
ROBERTO OSCAR,96,48.1
SAMUEL FRANCISCO,96,23.7
SERGIO TOMAS,96,30.5
SIDIKI,96,30.4
VITAL,96,50.4
ABDERRAHAMAN,95,44.2
ADRIAN PAUL,95,29.2
ALAN WILLIAM,95,59.7
ALBERTO PABLO,95,35.4
ALEXANDER JESUS,95,20.1
ALVARO RAMON,95,33.4
ANDRES GABRIEL,95,26.2
CARLOS GERARDO,95,40.3
CARLOS PASCUAL,95,41.5
CESAR ARTURO,95,34.4
CONSTANTIN GABRIEL,95,27.0
DANIEL JOAQUIN,95,28.3
DELFI,95,53.9
DIEGO RICARDO,95,28.5
ELIAS ANTONIO,95,45.3
ERNESTO FRANCISCO,95,44.9
ETOR,95,31.2
FCO JAVIER,95,44.2
FERMIN JESUS,95,44.0
FRANCHO,95,15.4
FREDDY FERNANDO,95,33.2
FULVIO,95,44.9
GABRIEL SEBASTIAN,95,16.6
GAROE,95,11.3
GEORGE CATALIN,95,24.2
GEORGE MARIAN,95,23.8
GINES FRANCISCO,95,37.6
GLENN,95,37.2
GONZALO JUAN,95,38.6
GUILLERMO LEON,95,42.4
HRYHORIY,95,44.0
IAN JAMES,95,45.4
IGNACIO JOAQUIN,95,36.2
IKER JAVIER,95,6.9
IOAN MIHAI,95,30.2
JIAJUN,95,11.6
JIMMY ALEXANDER,95,20.6
JOSE ALEXANDRE,95,34.8
JULIO JOAQUIN,95,43.1
KEPA MIRENA,95,47.0
LAZARO JOSE,95,38.2
LIJUN,95,33.8
LYUDMIL,95,34.3
MACEDONIO,95,55.6
MANUEL BENJAMIN,95,48.1
MARIUS SORIN,95,30.9
MODY,95,32.1
MOHAMMED REDA,95,20.4
NICOLAE GABRIEL,95,28.5
NICOLAS EDUARDO,95,26.0
OCTAVIO MANUEL,95,39.2
PABLO ALFREDO,95,37.6
RABI,95,27.6
REINER,95,54.1
REINHOLD,95,60.7
RICARDO ARTURO,95,37.3
SALVADOR MARIA,95,43.5
SANTIAGO ALFONSO,95,40.7
SOUFYANE,95,17.2
VICENTE JAIME,95,49.3
VICTOR AUGUSTO,95,34.7
VICTOR GUILLERMO,95,34.6
WILLIAM JESUS,95,39.7
ADEXE,94,19.3
AGOSTINO,94,46.0
ALCIBIADES,94,44.5
ALEJANDRO AGUSTIN,94,28.4
ANDRES GUILLERMO,94,34.7
ANDRES MARTIN,94,35.5
ANGEL MOISES,94,33.3
ANGEL VALENTIN,94,41.9
ANTONIO AURELIO,94,46.9
ANTONIO CRUZ,94,50.9
BANGALLY,94,33.0
BILLY,94,26.2
BOGDAN GABRIEL,94,19.7
BREHIMA,94,31.4
CLODOMIRO,94,61.7
DARIO JESUS,94,31.2
DIADIE,94,36.3
DIEGO ARIEL,94,29.2
DJAMAL,94,38.6
EDUARDO SALVADOR,94,41.7
FREDERICO,94,30.0
GENADI,94,30.5
GERARDO FRANCISCO,94,44.3
GOCHA,94,40.7
HENRRY,94,31.6
HUA,94,31.6
HUGO EDUARDO,94,38.0
HUGO RICARDO,94,33.1
IKRAM,94,22.6
ILDELFONSO,94,58.6
IOAN COSMIN,94,28.2
IONUT ANDREI,94,17.6
ISIDORO MANUEL,94,45.2
JABIR,94,15.1
JOAQUIN PABLO,94,42.3
JOHN CHRISTOPHER,94,54.7
JOSE GABINO,94,47.9
JUAN BENJAMIN,94,42.7
JUAN EVARISTO,94,47.3
JUAN GASPAR,94,42.1
JUAN GUALBERTO,94,49.4
JULIO GABRIEL,94,36.8
KNUT,94,60.9
LORENZO FRANCISCO,94,45.8
LUCIDIO,94,68.9
MACEDON,94,36.8
MANUEL HUMBERTO,94,43.0
MARCOS VICENTE,94,40.5
MARIUS BOGDAN,94,24.1
MARIUS CIPRIAN,94,26.8
MARTIN CARLOS,94,35.7
MAXIMO MANUEL,94,41.3
MIGUEL ALEXANDER,94,17.6
MIHAI IOAN,94,29.3
NARCISO JOSE,94,39.3
OSCAR ADRIAN,94,19.3
OSCAR PEDRO,94,40.5
PAULO MIGUEL,94,29.6
PEDRO ELOY,94,43.1
RAUL ALEXANDRU,94,9.9
ROBERT MIHAI,94,17.0
SANTIAGO JOAQUIN,94,37.3
SEGUNDO ANTONIO,94,48.4
SERGIO PAULO,94,32.0
SIMON BOLIVAR,94,40.6
SYED,94,34.6
TOMAS PEDRO,94,46.9
TOMMY,94,30.4
VICENT JOSEP,94,39.0
ABDELWAHID,93,31.5
ABUBAKAR,93,19.1
ADRIAN MARCELO,93,31.4
AHCENE,93,41.0
ALEJANDRO IVAN,93,27.5
ALEX MAURICIO,93,22.9
ALFONSO ANDRES,93,39.8
ANDRES CORSINO,93,61.8
ANDREW PAUL,93,42.4
ANGEL SANTOS,93,51.6
ANTONIO ALVARO,93,35.5
ANTONIO FEDERICO,93,45.4
BENALI,93,36.4
BOGDAN MARIAN,93,21.4
CARLES ALBERT,93,35.0
CARLOS MOISES,93,34.3
CESARE,93,46.0
CHADI,93,9.3
CHRISTIAN GABRIEL,93,20.7
DAVID PETER,93,51.7
DIEGO GERMAN,93,32.2
DIOP,93,35.2
ELOY FRANCISCO,93,42.1
ENRIQUE EMILIO,93,47.1
FATEH,93,35.6
FLORIN MIHAI,93,27.2
GABRIEL IONUT,93,18.1
GUILLERMO RAFAEL,93,31.2
HASIER,93,17.3
HMAD,93,39.0
HOVHANNES,93,32.5
HUGO MARCELO,93,38.1
IOAN VIOREL,93,34.5
ION MARIAN,93,31.6
IVAN MARCELO,93,30.1
IVAN RAFAEL,93,26.2
JAIRO MANUEL,93,20.3
JAVIER DOMINGO,93,34.5
JAVIER SALVADOR,93,34.5
JERONIMO MANUEL,93,38.8
JESUS SAMUEL,93,27.4
JOHN ALAN,93,60.9
JORGE HORACIO,93,48.0
JOSE LEONCIO,93,52.0
JOSE WALTER,93,40.3
JUAN BASILIO,93,47.9
JUAN CRISTIAN,93,24.4
JUAN MARCIAL,93,48.0
JUAN TEODORO,93,49.6
KISSIMA,93,34.7
LEOPOLD,93,48.9
LEVON,93,32.6
LIYONG,93,33.3
LLATZER,93,32.0
MAIOL,93,17.1
MANUEL ISRAEL,93,31.4
MARIAN ADRIAN,93,23.5
MATIAS GABRIEL,93,16.6
NICOLAS ENRIQUE,93,24.3
PALMIRO,93,64.8
PEDRO MATIAS,93,40.3
PETER JOSEPH,93,56.0
RAUL IGNACIO,93,36.2
REMO,93,43.0
RICARDO CARLOS,93,40.5
RIYAD,93,6.7
ROBERT PAUL,93,43.8
SERGIO MARTIN,93,30.6
SI MOHAMED,93,35.6
SIDI AHMED,93,36.8
SUNNY,93,28.8
WENJIE,93,19.2
YAZID,93,24.5
ZHIYONG,93,35.3
ABDELMONIM,92,26.5
ABDELOUAFI,92,35.4
ABDOURAHAMANE,92,31.9
ABEL ANGEL,92,39.7
ALEJANDRO ESTEBAN,92,30.7
ALEX EDUARDO,92,23.7
ALEXA,92,40.0
ALHASSANE,92,30.7
ALVARO NICOLAS,92,21.2
AMRIK,92,36.4
ANGEL FERMIN,92,47.7
ARIS,92,18.3
BARRIE,92,66.2
BRIAN JAMES,92,58.5
CARLOS ISRAEL,92,27.9
CARLOS JOEL,92,14.0
EDUARDO EMILIO,92,45.1
FERNANDO RICARDO,92,44.1
FERNANDO SEBASTIAN,92,29.6
GABI,92,32.8
HOMERO,92,39.4
IOAN MARIAN,92,28.5
ISHTIAQ,92,34.0
IVANO,92,40.6
JACINTO ANTONIO,92,49.0
JASPAL,92,33.2
JAVIER GONZALO,92,35.6
JESUS ROMAN,92,43.5
JOSE ALBEIRO,92,44.7
JUAN CANDIDO,92,45.5
KAMEN,92,36.1
KENNEDY,92,35.1
KEVIN MICHAEL,92,35.0
LIAN,92,13.1
LUIS HORACIO,92,47.0
LUIS RENE,92,38.1
MANUEL SEGUNDO,92,49.5
MARCELO GABRIEL,92,36.5
MARIO ADRIAN,92,18.4
MARIO ERNESTO,92,40.3
MIHAI BOGDAN,92,23.8
NASEER,92,34.6
OLIVER JAMES,92,16.8
OSCAR ALEXANDER,92,20.5
PABLO ALEXANDER,92,15.6
PAWEL PIOTR,92,32.0
PEDRO ALEXANDRE,92,29.0
PEDRO DIEGO,92,39.3
PEDRO SERGIO,92,39.9
RAJA,92,39.7
RAUL ALFONSO,92,33.8
ROBERTO RAMON,92,43.4
RODRIGO SEBASTIAN,92,19.8
ROQUE MANUEL,92,43.6
RUBEN ENRIQUE,92,33.5
SEBASTIAN IGNACIO,92,25.8
SIARHEI,92,38.8
SORIN IOAN,92,35.2
TAHER,92,38.2
VICENTE MARCOS,92,40.7
WILMAN,92,36.3
YEVGENIY,92,31.2
AARON MANUEL,91,13.7
ADOLFO MIGUEL,91,44.2
ALIOUNE BADARA,91,30.6
ALVARO EDUARDO,91,26.6
ANDRES FABIAN,91,27.3
ANDREW MARK,91,42.1
ANGEL OSWALDO,91,36.2
ARMANDO ANTONIO,91,41.9
BADARA,91,35.3
BENITO LUIS,91,50.5
BOGDAN CRISTIAN,91,21.0
BOGDAN VASILE,91,22.5
CARLOS MATIAS,91,33.9
CRISTIAN RAFAEL,91,20.6
CRISTOBAL DAVID,91,26.1
DAINIUS,91,32.3
DAVID IAN,91,52.3
FLAVIUS,91,22.5
FRANCISCO JERONIMO,91,41.8
FRANCISCO SIMON,91,39.0
GUSTAVO FERNANDO,91,38.4
HECTOR RAFAEL,91,32.5
IHAB,91,11.4
JAIME SANTIAGO,91,44.5
JAVIER FELIPE,91,34.0
JAVIER GUSTAVO,91,35.6
JAVIER JORGE,91,37.5
JOAO FRANCISCO,91,35.4
JORGE CESAR,91,40.5
JUAN M,91,51.5
JUAN MARCELINO,91,50.8
JUAN VIDAL,91,44.3
KEBBA,91,34.4
KEVIN ADRIAN,91,10.5
LUCAS JESUS,91,28.6
LUCAS NICOLAS,91,12.5
MALCOLM JOHN,91,64.1
MARCO ALBERTO,91,28.2
MARIO RICARDO,91,35.9
MARIUS LUCIAN,91,28.7
MIGUEL SEBASTIAN,91,32.5
MIHAI MARIUS,91,28.3
MOHSEN,91,38.2
NICOLAE IOAN,91,34.2
OSCAR CARLOS,91,40.7
PAUL CRISTIAN,91,25.1
PETER ROBERT,91,60.4
RAFAEL MARCOS,91,38.4
REMY,91,33.2
ROBERT CONSTANTIN,91,18.3
ROLDAN,91,32.4
SANTIAGO PABLO,91,39.5
SEBASTIAN ENRIQUE,91,26.5
SORIN DANIEL,91,29.4
STEFAN CRISTIAN,91,22.5
SULEIMAN,91,18.6
TIMO,91,30.1
TOMAS EDUARDO,91,36.9
TOMAS MARIA,91,41.5
