nombre,frec,edad_media
GEORGETTE,113,64.9
GINA PAOLA,113,27.4
GWENDOLINE,113,44.7
ISABEL MILAGROS,113,47.6
IVELISSE,113,34.5
JENNY MARIA,113,36.3
JOELMA,113,33.6
LAURA ALEXANDRA,113,19.0
MARIA MIRIAM,113,36.5
MARIA PLACIDA,113,56.6
MARIANGELA,113,37.1
MIREN JONE,113,49.0
ONEIDA,113,40.1
PALOMA CARMEN,113,30.8
QING,113,28.2
SIMONA MIHAELA,113,27.1
SONA,113,27.6
SUNITA,113,33.6
TERESA CRISTINA,113,43.6
VALERIE ANNE,113,60.6
VIKTORIIA,113,27.0
YANELY,113,11.0
YANIRA CARMEN,113,20.1
AILIN,112,12.3
ALEJANDRA BEATRIZ,112,31.4
ANDREA CECILIA,112,26.4
ANTONIA ELENA,112,46.4
ANTONIA LUCIA,112,49.9
CLARA ESTHER,112,41.6
CLAUDIA VICTORIA,112,18.0
CONCEPCION ISABEL,112,50.1
CRISTINA MARIANA,112,28.2
EL ALIA,112,38.2
EMILIA DOLORES,112,55.3
ENCARNACION ISABEL,112,44.7
GAROA,112,13.2
GOHAR,112,35.6
HUA,112,36.3
IKHLAS,112,7.1
JOAN MARGARET,112,70.9
KHATUNA,112,36.4
LOREDANA MARIA,112,24.8
LUPICINIA,112,74.2
MARIA ELIANA,112,38.4
MARIA ESTHELA,112,37.3
MARIA LUZMILA,112,42.9
MARIA MIRELA,112,32.1
MARIZA,112,35.1
MARQUINA,112,60.3
MERCEDES DOLORES,112,49.9
MIKELE,112,21.4
MIMONA,112,51.2
NANCY CARMEN,112,42.6
NATALIJA,112,38.6
NINOSKA,112,28.7
NORMA PATRICIA,112,39.6
NURA,112,13.4
PALOMA PILAR,112,35.0
PILAR NIEVES,112,50.3
ROMAYSA,112,4.2
ROSA CONCEPCION,112,52.1
SILVIA VERONICA,112,31.1
SOUHAYLA,112,15.3
TIMEA,112,25.9
VIOLA,112,34.9
WISSAM,112,9.0
YANELIS,112,28.7
ALEXANDRA ISABEL,111,25.7
ALICIA SUSANA,111,49.7
ALINA IONELA,111,24.8
BEGOÑA PILAR,111,39.0
BLANCA CARMEN,111,29.5
CARMEN LETICIA,111,31.1
CECILIA PILAR,111,43.6
CRISTINA ANGELES,111,30.9
DANIELA MARIANA,111,30.0
ELIA ISABEL,111,39.7
ERIKA CARMEN,111,24.2
FAHIMA,111,30.1
FELISA CARMEN,111,58.5
FLOR MARINA,111,48.7
GLADYS ESTHER,111,46.6
HEBA,111,9.7
HELENA ISABEL,111,23.1
IONELA CRISTINA,111,23.1
KARINA ALEJANDRA,111,31.2
KARINA ALEXANDRA,111,24.0
KATHRYN,111,47.6
LUCIA INES,111,26.6
MARIA HAYDEE,111,50.8
MARIANELLA,111,33.7
MARTA MARGARITA,111,41.0
MERCEDES ROSARIO,111,47.2
MIRTA GRACIELA,111,43.2
MONICA MERCEDES,111,36.7
NERY,111,47.6
NORMA GRACIELA,111,43.6
PAOLA ELIZABETH,111,24.9
PAULA GABRIELA,111,22.5
QI,111,23.9
RAFFAELLA,111,38.7
ROMELIA,111,48.8
SILVIA ANA,111,40.3
SILVIA MARGARITA,111,40.6
TERESA JOSEFA,111,58.3
TERESA ROSA,111,52.5
TRINI,111,51.1
UXUA,111,28.0
VERGINIA,111,47.1
VICTAR,111,69.4
YOLANDA ESTHER,111,43.5
ALINA IOANA,110,25.2
ANA BARBARA,110,32.6
ANA CANDELARIA,110,39.9
ANA GRACIELA,110,41.0
ANDREA LUCIA,110,16.9
ANITA MARIA,110,48.7
ANNA ROSA,110,40.1
BLANCA ESTER,110,43.4
ELENA ESTHER,110,41.5
ELENI,110,35.7
EVANGELINE,110,37.3
FAVOUR,110,16.3
ISABEL LOURDES,110,38.9
JIANYING,110,36.2
JOSEFA JULIA,110,60.0
JULIANE,110,29.3
KETEVAN,110,40.1
LESLEY ANNE,110,52.2
LINDA JANE,110,52.9
LUCIANE,110,33.4
LUZ PATRICIA,110,38.4
MARCELA MARIA,110,38.1
MARIA CARMEN TERESA,110,59.4
MARIA CORONACION,110,62.1
MARIA DENISA,110,10.4
MARIA INGRID,110,34.2
MARIA JANET,110,32.2
MARIA ZENAIDA,110,41.6
MATILDE CARMEN,110,54.9
MAURINA,110,68.1
MERIDA,110,60.2
MOLLY,110,37.4
NATIVIDAD CARMEN,110,48.4
NDEYE,110,29.0
OANA ELENA,110,22.9
QIAN,110,22.5
ROSARIO MERCEDES,110,50.7
RUKHSANA,110,37.4
SAYOA,110,14.8
VIRGINIA PILAR,110,34.6
YUNAIDA,110,15.1
AGOSTINA,109,17.5
ALEJANDRA PATRICIA,109,28.0
ALEXANDRA ANDREEA,109,14.8
ALEXANDRA DANIELA,109,16.3
ALINA GEORGIANA,109,22.2
AMARILIS,109,36.8
ANANDA,109,17.7
ASTRID CAROLINA,109,17.3
CARMEN ALEJANDRA,109,29.3
CHAHIDA,109,21.1
CHAHIRA,109,23.1
CHRISTINE MARGARET,109,62.2
DALIA MARIA,109,29.9
EMELIA,109,62.8
FRANCY ELENA,109,34.8
GLADYS ELIZABETH,109,39.2
HUDA,109,15.5
IDAIRA MARIA,109,20.8
JOSEFINA CARMEN,109,55.8
KELLY JOHANA,109,19.0
LISSET,109,24.4
LORENA PAOLA,109,26.1
LUZ MYRIAM,109,45.0
MAME DIARRA,109,13.9
MARIA CASTELLAR,109,38.6
MARIA DEMELSA,109,29.6
MARIA DULCENOMBRE,109,48.5
MARIA EDILMA,109,51.4
MARIA YESENIA,109,25.5
MARIA YESSICA,109,29.6
NESRIN,109,13.5
NOREEN,109,39.0
SALUT,109,42.7
SANDICA,109,35.5
SANDRA ANN,109,59.4
SILVIA ALEXANDRA,109,29.2
SOFIA ALEJANDRA,109,13.5
TEODORA MARIA,109,40.5
VANESSA ALEXANDRA,109,20.8
WIKTORIA,109,9.8
XIAOPING,109,40.5
YUNE,109,17.3
YURIMA,109,11.7
ABENCHARA,108,16.5
ALICIA RAQUEL,108,42.1
ALINA MARIANA,108,26.7
ANA ANDREA,108,28.6
ANA GEMMA,108,36.0
ANA JUDITH,108,36.9
ANA MARIA TERESA,108,57.9
BIBIANA MARIA,108,33.8
BRIANDA,108,13.7
CAROLE ANNE,108,58.7
CATALINA ROSA,108,45.0
CHEN,108,27.0
CONCEPCION ROSA,108,53.0
CRISTINA ROSA,108,38.8
DONNA MARIE,108,39.4
ELENA MONICA,108,32.3
ESMERALDA MARIA,108,28.1
FATOUMATA BINTA,108,19.5
FLERIDA,108,62.5
GHISLAINE,108,48.2
GLORIA MARGARITA,108,47.1
HAYATE,108,29.8
IQRA,108,12.1
JAKELINE,108,30.9
JANETE,108,36.8
JIMENA MARIA,108,12.9
KAREN ANN,108,46.0
MAGDALENA ANNA,108,31.2
MARIA CARINA,108,35.3
MARIA ELODIA,108,50.1
MARIA FIDELINA,108,63.2
MARIA GUIOMAR,108,39.3
MIREN JOSU,108,44.6
PABLINA,108,37.7
PILAR VICTORIA,108,50.4
PINO ROSA,108,47.1
SABIHA,108,30.1
SARITA,108,35.6
SUSANA RAQUEL,108,39.1
AINITZE,107,19.7
ANGHARAD,107,24.1
ANNABELLE,107,33.1
ARACELI CARMEN,107,41.9
ARIANA MARIA,107,13.1
BETSAIDA,107,22.1
BRIGIDA MARIA,107,43.5
CHRISTINE ELIZABETH,107,57.8
EL HASSANIA,107,35.2
ELEANOR,107,42.8
ELENA LUMINITA,107,33.2
ERIKA ANDREA,107,20.9
ERIKA VANESSA,107,21.6
EVELYN MARIA,107,18.8
FATIMA ROCIO,107,28.8
GARDENIA,107,40.4
GLORIA BELEN,107,35.7
HANNE,107,52.9
ISABEL INMACULADA,107,37.9
IVANA MARIA,107,29.8
JIANLI,107,36.3
LAURA DOLORES,107,31.8
LIGIA MARIA,107,40.0
LILIANA ISABEL,107,35.6
LUCIA FATIMA,107,33.8
LUZ MERCEDES,107,40.7
MAIDA,107,37.1
MARGARITA ELENA,107,49.3
MARGUERITE,107,60.6
MARIA DINA,107,51.9
MARIA SABRINA,107,30.8
MARIE JEANNE,107,60.7
MARINA ROSA,107,43.6
MARINA TERESA,107,43.9
MIREN ARANZAZU,107,50.6
MONEIBA,107,25.6
NAYARA CARMEN,107,7.9
OLGA LILIANA,107,38.0
PATRICIA ANA,107,32.6
RAMATOULAYE,107,26.0
RAYNA,107,43.8
REBEKA,107,20.9
RHIMO,107,48.7
ROSA LOURDES,107,46.7
SALUDINA,107,70.0
SAVINA,107,30.6
VANDA,107,43.2
VEGA MARIA,107,25.5
WEILI,107,31.9
XIXI,107,20.3
AGAR,106,27.0
ALICIA ELENA,106,39.4
ALISSON,106,7.9
ALONDRA,106,11.0
ANASTACIA,106,38.5
AUBA,106,11.3
BETANIA,106,24.9
CARMEN MONICA,106,36.6
CAROLIN,106,26.3
CHARIFA,106,32.0
CLAUDIA FERNANDA,106,30.8
CLAUDIA SUSANA,106,37.8
DIYANA,106,33.7
ELSE,106,64.4
ENA,106,38.4
ESTELLE,106,30.3
FANI,106,34.7
FAYZA,106,19.7
GLORIA EUGENIA,106,46.8
GREGORIA MARIA,106,57.9
HERENIA,106,43.7
KALINA,106,26.5
LALA,106,29.8
LALI,106,41.8
LIDIA CRISTINA,106,31.4
LIDIA PILAR,106,35.2
LIJUAN,106,37.3
LUCIA DOLORES,106,36.7
MARGARITA ANTONIA,106,51.6
MARGRET,106,61.4
MARTHA LORENA,106,35.9
MIAO,106,23.6
NARYIS,106,9.4
NATALJA,106,36.0
OLGA MARGARITA,106,50.6
PAULA BEATRIZ,106,22.3
PAULA CAROLINA,106,20.9
SABINA MARIA,106,33.5
SONIA ELENA,106,37.3
AIZEA,105,14.2
ANA MARCELA,105,33.2
ANCA MIHAELA,105,27.6
ANNIKA,105,28.5
ASTOU,105,27.6
BET,105,5.3
CARMEN PALOMA,105,41.1
CATALINA PILAR,105,45.8
CATRINA,105,35.9
CRISTINA IOANA,105,23.3
DANIELA CAROLINA,105,18.2
DATIVA,105,76.5
DENISA ELENA,105,12.2
ELENA BELEN,105,29.5
ELHAM,105,21.0
EVA ESTHER,105,38.1
EVA SUSANA,105,37.3
FATIMETU,105,29.0
IBTISSAME,105,17.7
JESUS,105,63.0
JUAN,105,33.2
KELLY JOHANNA,105,21.3
LIDIA BEATRIZ,105,44.3
LLUVIA,105,8.8
LUCIA MARGARITA,105,39.5
LUISA ANA,105,45.1
MARIA AMADORA,105,62.6
MARIA PAMELA,105,29.9
MARIA SILVANA,105,37.1
MARIA TERESITA,105,57.4
MARINA MERCEDES,105,44.7
MARTHA ALICIA,105,43.7
MATUTINA,105,69.4
MINERVA MARIA,105,23.8
NARJIS,105,10.4
NASREEN,105,40.7
NAYARA MARIA,105,8.2
NOARA,105,4.2
OLYMPIA,105,24.3
ROSA CECILIA,105,41.1
ROSMARIE,105,64.0
SANDRA REGINA,105,39.4
TERESA FRANCISCA,105,53.9
TRINIDAD CARMEN,105,49.7
AGNIESZKA ANNA,104,30.3
AGUILA,104,65.3
AGURNE,104,34.5
AMIE,104,26.8
ANA BELINDA,104,35.8
ANA MARIA DOLORES,104,59.4
ANGELES ISABEL,104,46.8
CARMEN ANGELA,104,46.8
CARMEN MONTSERRAT,104,45.2
CARMEN PIEDAD,104,43.0
CLARA CARMEN,104,34.9
CLAUDIA TERESA,104,25.5
CRISTINA LAURA,104,29.2
CRISTINA ROSARIO,104,32.2
DIANA CARMEN,104,26.7
DOUNYA,104,15.7
EDDA,104,50.6
ELENA CORINA,104,28.4
ELENA DOLORES,104,46.0
ELENA SOFIA,104,28.2
ELORA,104,10.5
FARA,104,29.7
FRANCISCA LUCIA,104,46.8
GEMA BELEN,104,31.9
GLADYS CARMEN,104,47.5
GLORIA RAQUEL,104,37.8
JUANA BEATRIZ,104,42.8
KAREN PATRICIA,104,30.7
MARAM,104,5.1
MARIA CORNELIA,104,46.4
MARIA ELEUTERIA,104,55.6
MARIA GRACA,104,48.2
MARIA PINAR,104,45.9
MARISEL,104,40.7
MARTA GEMA,104,33.6
MONSALUD,104,63.3
NAIKE,104,20.0
NOHELIA,104,27.1
OLGA INES,104,45.6
PURI,104,51.0
ROKHAYA,104,32.7
ROSA FERNANDA,104,47.6
RUZANNA,104,38.1
SILVIA ROCIO,104,29.8
VANESSA CAROLINA,104,24.0
VIRGINIJA,104,45.1
XIUMEI,104,39.6
AIMEI,103,42.6
ALICIA ROSA,103,46.3
ALINA FLORENTINA,103,23.2
ANARBELLA,103,55.5
ANGELA ANTONIA,103,54.4
ANGUSTIAS MARIA,103,41.2
ARGIA,103,24.1
CARMEN NATALIA,103,32.7
CLARA PILAR,103,33.0
CLAUDIA PAOLA,103,31.2
CONCHIN,103,54.9
DAIANE,103,24.0
DAYAMI,103,34.2
DIANA SOFIA,103,16.0
EMAN,103,10.3
ERCILIA,103,51.7
ERIKA ALEXANDRA,103,18.2
FLOR LIS,103,39.8
FRANCISCA JAVIERA,103,52.4
GISEL,103,16.8
GUASIMARA,103,26.4
ISABEL GLORIA,103,48.4
ISMENE,103,20.9
JIAXIN,103,7.3
JOSEFA INMACULADA,103,45.8
JOSEFA MILAGROS,103,57.0
KARLA VANESSA,103,26.4
KATIA MARIA,103,31.3
LOURDES ISABEL,103,35.6
LUCIA CONCEPCION,103,44.1
LUZ BELEN,103,31.4
MARIA LEONTINA,103,61.2
MARIA MABEL,103,46.1
MARIA MERITXELL,103,40.1
MARIA ODETE,103,51.0
MARIA RUS,103,39.9
MARIANA ANDREA,103,30.4
MARISABEL,103,32.1
MERCEDES ELENA,103,49.2
MICAELA MARIA,103,46.2
MONICA LORENA,103,31.5
PILI,103,48.5
RAMIA,103,12.5
ROSA CATALINA,103,47.1
ROSA LUISA,103,53.3
SAINZA,103,14.9
VIVIANA MARIA,103,33.3
WILHELMINA,103,63.5
ALBA TERESA,102,25.7
ALZIRA,102,48.1
ANGELA DOLORES,102,47.0
ANTONIA MANUELA,102,57.2
BIANCA ANDREEA,102,10.8
BLANCA MARINA,102,41.5
CARMEN ADELA,102,49.4
CARMEN VICENTA,102,56.9
CATI,102,36.5
CELIA ROSA,102,47.4
CHERYL,102,40.1
CLARA LUISA,102,40.7
CLAUDELINA,102,38.8
CRISELDA,102,56.1
ELECTRA,102,57.6
EMILIA ROSA,102,52.2
FENG,102,30.4
IA,102,22.7
INMACULADA PILAR,102,38.5
JESSICA LORENA,102,22.9
JULIA BEATRIZ,102,42.5
KARI,102,61.0
LAKBIRA,102,41.5
LAURA MAR,102,19.4
LISBET,102,26.5
LUCIA BEATRIZ,102,25.7
MARGARITA DOLORES,102,50.1
MARGARITA JESUS,102,46.5
MARIA DOMINICA,102,59.2
MARIA LEIRE,102,33.8
MARIA LIRIOS,102,41.5
MARIA TERESA PILAR,102,60.0
MARIE CLAUDE,102,59.6
MARINA ELENA,102,34.3
MARINA ESTHER,102,47.4
MERYEME,102,24.3
NAIHARA,102,9.6
NEIDA,102,31.2
NERMIN,102,6.1
NIEVES PILAR,102,43.7
RONG,102,25.4
SARA MERCEDES,102,35.7
SARA TERESA,102,31.0
SIDRA,102,17.7
SMAHANE,102,24.0
SUSAN PATRICIA,102,56.4
TERESA ROCIO,102,32.8
TERESINA,102,63.0
TESSA,102,17.8
USUA,102,29.1
WENDY ANN,102,56.1
XIUYING,102,43.4
AIARA,101,6.9
ANGELA JOSEFA,101,59.8
BLANCA TERESA,101,44.3
CARMEN TRINIDAD,101,46.6
CHRIFA,101,38.4
CHUNMEI,101,39.9
CLARA TERESA,101,36.5
CLARISSA,101,29.3
CRISTINA NICOLETA,101,24.9
DEBORAH ANNE,101,46.4
DIMITRINKA,101,43.6
ELA,101,34.0
ESTHER PILAR,101,40.5
HAYAR,101,11.7
KATERIN,101,21.4
KREMENA,101,31.0
LILIANA CARMEN,101,38.2
LOREDANA ELENA,101,25.4
LUZ ESTHER,101,44.3
LUZ MIRIAM,101,41.5
MADELINE,101,33.7
MANUELA CONCEPCION,101,54.8
MANUELA ROSARIO,101,51.4
MARIA COLOMA,101,45.7
MARIA IVONNE,101,39.4
MARIA LUCERO,101,43.0
MARIA MONTAÑAS,101,41.1
MARIA NORA,101,43.5
MARIA ONELIA,101,53.3
MARIA PERPETUA,101,62.8
MARIELA ELIZABETH,101,31.8
MIHAELA ADRIANA,101,29.1
MIRTA BEATRIZ,101,47.6
MONIKA ANNA,101,33.3
PAOLA CARMEN,101,17.4
PETRICA,101,36.6
ROSA JUANA,101,52.9
ROSALIE,101,44.2
SAMINA,101,34.0
VALLIVANA,101,33.0
VESKA,101,42.1
VITORINA,101,71.3
WENCESLAA,101,62.7
YESSIKA,101,25.5
ACERINA,100,23.3
ANA MARIA ROSARIO,100,55.3
ATANASKA,100,41.2
AYDA,100,36.7
BARBARA ISABEL,100,33.4
BIANCA ALEXANDRA,100,12.1
CATALINA ELENA,100,26.9
CATIA SOFIA,100,22.7
CHUNYAN,100,33.9
CLARA ELISA,100,37.0
CLAUDIA MIHAELA,100,26.1
DARIA MARIA,100,10.8
DEOGRACIA,100,62.7
DINA MARIA,100,40.6
DORALBA,100,44.2
DUNIA MARIA,100,28.4
ELENA LUCIA,100,28.1
EVA FRANCISCA,100,37.5
IOANA DANIELA,100,27.0
IOANA MIHAELA,100,26.4
ITXIAR,100,33.4
JESSICA PATRICIA,100,25.7
JOSEFA BELEN,100,38.7
JUGATX,100,18.2
LAIMA,100,36.8
LEIRE MARIA,100,13.9
LIHONG,100,35.6
LUCIA INMACULADA,100,28.6
MARIA ANABEL,100,37.2
MARIA ELISABETE,100,40.9
MARIA GIOVANNA,100,38.8
MARIA IVANA,100,36.2
MARIA PETRONILA,100,54.9
MARTA RAQUEL,100,40.5
MYLENE,100,31.5
NICOLETA DANIELA,100,28.4
NOHEMY,100,45.4
NORMA SUSANA,100,52.1
PAULINA ELIZABETH,100,29.2
SAJIDA,100,33.5
SHAHNAZ,100,44.5
SHEILA CARMEN,100,12.6
SOFIA CAROLINA,100,19.4
SUSAN ANNE,100,55.4
ZAINEB,100,15.8
ZAYDA,100,21.7
ZHEN,100,28.4
ANA JOSEFINA,99,41.7
ANDREA ELENA,99,18.6
ANDREA NICOLE,99,11.3
ASUNCION CARMEN,99,52.2
BEAUTY,99,30.1
BIDANE,99,14.5
CARMEN MARIANA,99,35.7
CARMEN PURIFICACION,99,48.8
CATHERINA,99,27.1
CHAFIKA,99,37.0
DELFINA MARIA,99,47.3
DIANA ESTEFANIA,99,16.8
ELENA MIRELA,99,29.5
ELVIRA PILAR,99,50.3
ERIKA TATIANA,99,18.6
EVA LUZ,99,44.6
GABRIELA ANDREA,99,28.8
GABRIELA CAROLINA,99,20.5
HAJIBA,99,32.5
IEVA,99,22.2
IRENE PATRICIA,99,34.9
ISABEL MAR,99,27.8
IUNE,99,11.0
JENNY PAOLA,99,24.9
JULIA FRANCISCA,99,53.7
JULISSA,99,25.8
MARIA CARMEN DOLORES,99,65.2
MARIA ELIZABET,99,31.2
MARIA FABIANA,99,42.4
MARIA FRANCIA,99,44.6
MARIA HERMOSINDA,99,64.5
MARIANGELES,99,39.0
MESSAOUDA,99,42.8
MIHAELA NICOLETA,99,28.8
MIREN YOSUNE,99,39.6
MIRIAM BEATRIZ,99,38.9
MONEYBA,99,20.1
NA,99,22.7
NATALIA VERONICA,99,30.3
NITA,99,41.4
NOUHAYLA,99,8.7
OLESEA,99,27.3
ORIA,99,35.7
PALOMA ISABEL,99,33.0
PATRICIA RAQUEL,99,30.2
ROSARIO TERESA,99,49.6
ROSSE MARY,99,36.2
SALLY ANNE,99,48.8
SEBASTIANA MARIA,99,46.0
SEVERINE,99,33.8
SINDY,99,18.9
SOFIA CRISTINA,99,22.5
SOLEDAD PALOMA,99,48.8
SULEIMA,99,12.0
TAYRI,99,9.1
WIOLETTA,99,34.7
YAQUELINE,99,31.4
YLENIA MARIA,99,15.3
ZARAIDA,99,24.5
ZOIA,99,45.9
AMANI,98,11.4
ANNI,98,32.2
ARINA,98,22.0
BERIT,98,58.2
CLAUDIA ROCIO,98,29.4
CONCEPCION DOLORES,98,53.4
DIANA VANESSA,98,23.8
ELISA PILAR,98,40.7
ERICKA,98,24.7
EXUPERANCIA,98,73.2
JUANA MILAGROS,98,57.0
JUDITH ANNE,98,60.0
JULIA JOSEFA,98,62.3
KAREN LESLEY,98,48.7
LEI,98,24.8
LOURDES ELIZABETH,98,32.4
LUCIA ALEJANDRA,98,19.5
MARGARITA ROCIO,98,36.7
MARIA CIPRIANA,98,60.7
MARIA FULGENCIA,98,52.0
MARIA NADIA,98,34.8
MARIA QUITERIA,98,50.9
MARIA SELVA,98,47.4
MARTA ELISA,98,34.0
MARTIRES,98,70.7
MIREN OLATZ,98,38.8
NAVILA,98,25.6
NERINGA,98,28.9
NOEMI CARMEN,98,28.2
RADITA,98,43.9
ROCIO SOLEDAD,98,24.2
ROSA ELISA,98,49.8
ROSA LINDA,98,31.5
SANDRA MARGARITA,98,36.4
SHIRLEY ANNE,98,60.7
SUAD,98,30.4
SVIATLANA,98,39.3
TERESA ANA,98,44.5
VICTORIA LOUISE,98,32.3
YURENA PINO,98,24.6
ABDONA,97,67.0
ALEJANDRA PILAR,97,29.0
ANA FERNANDA,97,35.9
ANA VALERIA,97,22.7
AURELINA,97,56.4
AYSHA,97,12.6
BARBORA,97,27.1
CAMILA ALEJANDRA,97,11.5
CAROLINA PATRICIA,97,29.5
CRISTINA ANDREEA,97,17.1
DANIELA NICOLETA,97,26.7
DENISA ALEXANDRA,97,8.4
DONELIA,97,62.2
EDITH MARIA,97,46.0
ENCARNACION PILAR,97,50.7
ENCINA,97,51.4
ESTANISLADA,97,73.1
FANY,97,33.1
GEMMA PILAR,97,34.5
GHARIBA,97,28.2
GRACINDA,97,57.1
HAIDEE,97,25.7
HIART,97,22.3
ILDA MARIA,97,44.0
INES TERESA,97,43.4
ISABEL MANUELA,97,50.4
IULICA,97,42.4
JOHANNA ANDREA,97,25.4
JUN,97,32.8
KYRA,97,10.8
LAURA PINO,97,23.3
LETICIA ISABEL,97,27.9
LIGIA ELENA,97,26.4
LOUISA,97,41.3
LU,97,23.2
MARIA AMOR HERMOSO,97,52.4
MARIA PRISCILA,97,36.0
NANCY CAROLINA,97,29.3
NATI,97,51.6
NATIVIDAD JESUS,97,43.4
NELYA,97,39.5
NIEVES GLORIA,97,45.3
NIOBE,97,8.3
NOZHA,97,34.4
ONEKA,97,13.7
OUISSAL,97,9.4
PATRICIA INES,97,37.8
PAULETTE,97,63.0
ROSALIA CARMEN,97,49.4
SONIA ALEXANDRA,97,29.9
TINCA,97,49.1
VALERA,97,74.2
VANESA CARMEN,97,25.0
VERACRUZ,97,32.6
YOLIMA,97,37.5
ALEXANDRA GEORGIANA,96,14.9
ALEXANDRA NICOLETA,96,15.4
AMANE,96,14.0
ANGELES DOLORES,96,51.7
ANNY,96,36.7
ANTONIA MARGARITA,96,53.2
AWATIF,96,19.3
AZUL,96,7.9
CARMEN ESTRELLA,96,42.0
DOLORES SOLEDAD,96,46.6
ELENA IULIANA,96,27.4
ESTELA MARY,96,40.1
FATIMA EZZAHRAE,96,12.9
FRANCISCA ASUNCION,96,52.6
JACQUELINE MARY,96,57.7
JOSEBE,96,47.2
JOSEFA ANGELA,96,62.3
JUDITH CARMEN,96,28.3
LIDIANA,96,29.6
LISELOTTE,96,66.8
LUCIA ANTONIA,96,47.1
MANON,96,22.6
MARGARITA VICTORIA,96,41.7
MARIA ELMA,96,47.6
MARIA GENMA,96,41.6
MARIA MIREYA,96,39.7
MARIA REFUGIO,96,55.5
MARIA YANETH,96,41.2
MARIANA GABRIELA,96,30.6
MARIE JOSE,96,59.7
MARKETA,96,31.3
MASSIEL,96,22.7
NADKA,96,44.8
PATRICIA IRENE,96,39.8
PATRICIA NOEMI,96,36.2
ROSA CONSUELO,96,51.6
SALIMATA,96,21.7
SARA ALEXANDRA,96,17.2
SEYLA,96,20.8
SHAMIRA,96,9.1
SILVA,96,39.8
SOKHNA,96,28.6
SONIA ESPERANZA,96,37.5
VICTORIA ELIZABETH,96,26.5
AMNA,95,16.4
ANDREEA DENISA,95,11.1
ANNE LISE,95,56.6
BARBARA CARMEN,95,32.2
BLANCA ELIZABETH,95,34.7
CARMEN ALEXANDRA,95,27.6
DELIA ESTHER,95,47.4
DIANA ANDREEA,95,14.1
EDELWEISS,95,21.3
ELIZANGELA,95,31.6
EUDELIA,95,62.6
GERLINDE,95,57.7
HILDA ROSA,95,50.4
HILDE,95,57.9
JACQUELIN,95,31.7
JIA,95,22.0
JOSEFA ELVIRA,95,61.6
JULIA MARGARITA,95,52.4
KAREN VANESSA,95,22.2
LILIBETH,95,32.3
LUZ EDITH,95,39.9
MARGARITA ESTHER,95,47.1
MARIA PLACER,95,66.0
MARIA SELENE,95,24.2
MARIA VENERANDA,95,63.7
MARIA VIVIANA,95,35.7
MELVA,95,45.2
MERCEDES ANGELES,95,47.4
MIAOMIAO,95,22.0
MIREN NEREA,95,40.5
NICOLE ALEJANDRA,95,11.0
NICOLETA ELENA,95,27.9
OLGA SUSANA,95,44.2
PATRICIA VERONICA,95,34.5
PRIMA,95,63.1
RAHELA,95,19.0
ROMINA PAOLA,95,27.6
RONGRONG,95,23.6
SANDRA NOEMI,95,35.5
SHAIMA,95,8.2
SONIA MERCEDES,95,39.9
SULMA,95,29.8
VICTORIA CRISTINA,95,27.7
YAMIRA,95,17.3
YOLANDA MERCEDES,95,41.5
ADORACION MARIA,94,46.8
ADRIANNA,94,13.5
ANA REBECA,94,27.7
ANDREEA CATALINA,94,18.7
ARABELLA,94,34.9
ARRITOKIETA,94,38.5
AUICHA,94,62.3
AURISTELA,94,65.7
BORISLAVA,94,23.1
CARMEN BLANCA,94,43.5
CLAUDIA PILAR,94,23.3
DIANA MIHAELA,94,20.5
DOBRINKA,94,40.0
EMILSE,94,44.7
FEDRA,94,30.1
FRANCISCA JUANA,94,58.2
HANIFA,94,33.3
ISABEL ALEJANDRA,94,29.5
ISAURA MARIA,94,41.8
JENNIFER ANDREA,94,15.6
JESSICA FERNANDA,94,16.1
JOSELYN,94,23.3
KAREN TATIANA,94,15.3
KATIE,94,21.6
LEIDY VIVIANA,94,22.9
LISET,94,24.2
LORENA CRISTINA,94,18.5
LUISA TERESA,94,57.7
LUZ AIDA,94,39.2
MARIA HONORINA,94,65.2
MARIA PRAXEDES,94,60.6
MARIA PUREZA,94,59.1
MARIELA ALEJANDRA,94,33.2
MARINA DOLORES,94,48.1
MARTA ROSARIO,94,33.1
MERITA,94,61.9
MIREN AINHOA,94,36.5
MIRTA SUSANA,94,53.3
MOKHTARIA,94,37.4
NAIRA MARIA,94,22.1
NATALIA ELIZABETH,94,25.2
PATRICIA LUCIA,94,24.8
PATRICIA SUSANA,94,39.8
PETRANKA,94,44.5
PILAR ANTONIA,94,56.3
ROCIO ELIZABETH,94,30.2
ROSALVA,94,39.7
SAHILA,94,26.1
SARAY MARIA,94,18.3
SEVDA,94,35.7
SHAMARA,94,7.6
SILVIA YOLANDA,94,41.1
SOL MARIA,94,37.3
SUSANA MARGARITA,94,43.2
UZMA,94,29.9
VITALIA,94,51.4
ANDREA VIVIANA,93,32.7
ANGELINA MARIA,93,44.7
ANNEGRET,93,60.4
AYDEE,93,43.9
BENITA MARIA,93,51.0
BIANCA MIHAELA,93,15.0
CONCEPCION MAR,93,47.8
CONCETTA,93,54.8
DESSIREE,93,19.0
DETELINA,93,34.0
DIANA CATALINA,93,25.8
DORA ALICIA,93,45.6
ELENKA,93,51.1
GERMANIA,93,44.7
HELEN ELIZABETH,93,44.4
ISABEL FATIMA,93,40.5
ITXARO,93,27.1
KATTY,93,33.6
LAURA ANTONIA,93,31.1
LOURDES ROCIO,93,31.0
MARIA EMPERATRIZ,93,49.2
